file,season,exp,RCM,region,height,snw_1972-2001,pr_1972-2001,tas_1972-2001,snowday_1972-2001,sca_1972-2001,snw_2022-2051,pr_2022-2051,tas_2022-2051,snowday_2022-2051,sca_2022-2051,snw_2070-2099,pr_2070-2099,tas_2070-2099,snowday_2070-2099,sca_2070-2099,GCM,diff_snw_2022-2051,pro_diff_snw_2022-2051,diff_pr_2022-2051,pro_diff_pr_2022-2051,diff_tas_2022-2051,diff_snowday_2022-2051,pro_diff_snowday_2022-2051,diff_sca_2022-2051,diff_snw_2070-2099,pro_diff_snw_2070-2099,diff_pr_2070-2099,pro_diff_pr_2070-2099,diff_tas_2070-2099,diff_snowday_2070-2099,pro_diff_snowday_2070-2099,diff_sca_2070-2099
ICHEC-EC-EARTH_rcp85_r12i1p1_CLMcom-ETH-COSMO-crCLIM-v1.1_SC_3,NA,rcp85,CLMcom-ETH,SC,3,549.52386,4.329911,262.6508,30.204166,1173339500.0,535.32825,4.830702,264.38007,30.147917,1171356400.0,417.16983,4.5488734,266.87265,29.870834,1160556300.0,EC-EARTH_r12,-14.195618,-2.5832577,0.5007906,11.56584,1.7292786,-0.05624962,-0.18623132,-1983104.0,-132.35403,-24.08522,0.21896219,5.0569673,4.221863,-0.33333206,-1.1035963,-12783232.0
MPI-M-MPI-ESM-LR_rcp45_r2i1p1_MPI-CSC-REMO2009_SC_0,NA,rcp45,MPI-CSC,SC,0,39.768795,2.1009333,269.60632,15.160015,493551940000.0,29.437963,2.0901504,270.79843,12.697796,413741970000.0,24.860258,2.2245216,271.81598,11.237929,366819340000.0,MPI-ESM-LR_r2,-10.330832,-25.97723,-0.010782957,-0.51324606,1.1921082,-2.4622192,-16.241535,-79809970000.0,-14.908537,-37.488026,0.12358832,5.882544,2.2096558,-3.9220858,-25.871254,-126732600000.0
ICHEC-EC-EARTH_rcp85_r12i1p1_MOHC-HadREM3-GA7-05_SC_2,NA,rcp85,MOHC,SC,2,377.9214,3.3737564,262.21176,29.907282,37436805000.0,346.47778,3.6499197,264.4418,29.402868,36808036000.0,259.13733,3.5898044,267.5243,27.789408,34784660000.0,EC-EARTH_r12,-31.443604,-8.320144,0.27616334,8.185634,2.2300415,-0.5044136,-1.6865913,-628768800.0,-118.78406,-31.430891,0.216048,6.4037824,5.3125305,-2.1178741,-7.0814667,-2652143600.0
MPI-M-MPI-ESM-LR_rcp85_r1i1p1_MOHC-HadREM3-GA7-05_AL_1,NA,rcp85,MOHC,AL,1,13.226064,4.703593,275.8225,5.3828454,16189009000.0,6.7264915,4.7815094,276.98996,3.3806417,10167069000.0,1.651322,5.9251194,279.50546,1.1469777,3446126600.0,MPI-ESM-LR_r1,-6.4995723,-49.14215,0.07791662,1.6565342,1.16745,-2.0022037,-37.19601,-6021940000.0,-11.574741,-87.51463,1.2215266,25.970076,3.682953,-4.2358675,-78.69198,-12742882000.0
ICHEC-EC-EARTH_rcp85_r12i1p1_MOHC-HadREM3-GA7-05_EA_3,NA,rcp85,MOHC,EA,3,121.963646,2.7146003,267.08505,24.852785,1347602700.0,119.07653,3.4366677,269.13345,23.250307,1261870200.0,47.901657,3.2697923,271.61362,16.900726,918399500.0,EC-EARTH_r12,-2.8871155,-2.3671935,0.72206736,26.599398,2.0484009,-1.602478,-6.447881,-85732480.0,-74.06199,-60.724644,0.555192,20.452072,4.5285645,-7.952059,-31.99665,-429203200.0
MOHC-HadGEM2-ES_rcp85_r1i1p1_IPSL-WRF381P_AL_4,NA,rcp85,IPSL,AL,4,618.6884,6.506541,265.49036,30.011486,22050404000.0,597.16693,7.1660624,266.85507,29.318035,21541888000.0,377.978,6.811001,269.57153,26.611286,19553583000.0,HadGEM2-ES_r1,-21.521484,-3.478566,0.6595216,10.136286,1.3647156,-0.6934509,-2.3106184,-508516350.0,-240.71042,-38.906567,0.30446005,4.679292,4.0811768,-3.4002,-11.329662,-2496821200.0
ICHEC-EC-EARTH_rcp26_r12i1p1_GERICS-REMO2015_IP_5,NA,rcp26,GERICS,IP,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,EC-EARTH_r12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MPI-M-MPI-ESM-LR_rcp85_r1i1p1_MPI-CSC-REMO2009_EU_0,NA,rcp85,MPI-CSC,EU,0,12.346005,2.4396873,276.1164,5.4021816,690963550000.0,7.548712,2.4359064,277.33713,3.9945092,511470530000.0,4.366764,2.7509484,279.714,2.267445,290326840000.0,MPI-ESM-LR_r1,-4.7972937,-38.85705,-0.0037808418,-0.1549724,1.2207336,-1.4076724,-26.05748,-179493010000.0,-7.9792414,-64.63014,0.31126118,12.758241,3.5975952,-3.1347365,-58.027237,-400636700000.0
MPI-M-MPI-ESM-LR_rcp85_r3i1p1_GERICS-REMO2015_IP_1,NA,rcp85,GERICS,IP,1,0.14548117,3.0473154,280.37186,0.099907614,910594200.0,0.06659938,2.9601884,281.46707,0.045772787,422856000.0,0.0070441156,2.766325,283.73563,0.00486935,44340384.0,MPI-ESM-LR_r3,-0.07888179,-54.22131,-0.08712697,-2.8591387,1.0952148,-0.054134827,-54.184887,-487738180.0,-0.13843705,-95.15806,-0.28099036,-9.220916,3.3637695,-0.095038265,-95.126144,-866253800.0
MPI-M-MPI-ESM-LR_rcp85_r1i1p1_IPSL-WRF381P_EU_0,NA,rcp85,IPSL,EU,0,18.085722,2.0451305,276.0902,7.536839,955970200000.0,12.535853,2.0863175,277.2236,6.1357713,778596000000.0,7.5873423,2.304766,279.62512,3.7939332,481194480000.0,MPI-ESM-LR_r1,-5.5498686,-30.686464,0.041187048,2.0139081,1.1333923,-1.4010677,-18.589594,-177374230000.0,-10.49838,-58.04789,0.25963545,12.6953,3.534912,-3.7429059,-49.66148,-474775750000.0
MPI-M-MPI-ESM-LR_rcp26_r1i1p1_KNMI-RACMO22E_EU_0,NA,rcp26,KNMI,EU,0,24.53981,2.297613,274.7235,8.981786,1132412800000.0,17.928879,2.395349,276.17923,7.0076647,880656250000.0,17.18283,2.4025033,276.10724,6.807321,856438500000.0,MPI-ESM-LR_r1,-6.6109314,-26.93962,0.09773612,4.2538114,1.455719,-1.9741211,-21.97916,-251756540000.0,-7.3569794,-29.979773,0.10489035,4.565188,1.383728,-2.1744647,-24.209715,-275974320000.0
ICHEC-EC-EARTH_rcp85_r12i1p1_KNMI-RACMO22E_IP_2,NA,rcp85,KNMI,IP,2,30.521496,2.7981858,274.7126,7.6675487,20657998000.0,16.484896,2.7020555,276.2563,4.476318,12057415000.0,5.967317,2.618315,278.4792,2.1550891,5859941400.0,EC-EARTH_r12,-14.0366,-45.989227,-0.09613037,-3.4354534,1.5437012,-3.1912308,-41.61996,-8600583000.0,-24.554178,-80.4488,-0.17987084,-6.4281235,3.7666016,-5.5124598,-71.89338,-14798056000.0
MPI-M-MPI-ESM-LR_rcp26_r2i1p1_MPI-CSC-REMO2009_SC_4,NA,rcp26,MPI-CSC,SC,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,MPI-ESM-LR_r2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MPI-M-MPI-ESM-LR_rcp45_r1i1p1_MPI-CSC-REMO2009_EU_5,NA,rcp45,MPI-CSC,EU,5,336.81216,4.3371253,262.7635,26.873613,4777089000.0,345.12985,4.7488813,263.7145,26.99174,4798603000.0,289.85608,4.3698874,264.4576,25.347164,4505328000.0,MPI-ESM-LR_r1,8.317688,2.4695332,0.41175604,9.493755,0.9510193,0.118125916,0.43956098,21513728.0,-46.956085,-13.941327,0.03276205,0.7553863,1.6941223,-1.5264492,-5.6801043,-271760900.0
MPI-M-MPI-ESM-LR_rcp45_r1i1p1_SMHI-RCA4_EA_4,NA,rcp45,SMHI,EA,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,MPI-ESM-LR_r1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_DMI-HIRHAM5_AL_5,NA,rcp85,DMI,AL,5,798.3838,7.7766805,262.7462,30.161112,2977312300.0,805.13416,8.258503,263.71747,30.025833,2964419300.0,626.29553,8.432869,266.31113,29.1675,2879339800.0,CNRM-CM5_r1,6.750366,0.8455039,0.4818225,6.195735,0.97128296,-0.1352787,-0.44852027,-12892928.0,-172.08826,-21.554579,0.6561885,8.4379,3.5649414,-0.9936123,-3.294349,-97972480.0
ICHEC-EC-EARTH_rcp85_r1i1p1_DMI-HIRHAM5_IP_3,NA,rcp85,DMI,IP,3,161.55388,7.432908,272.47098,13.663692,6649198600.0,98.23133,7.519222,273.66245,10.399944,5065779700.0,32.157013,6.827396,276.1455,5.3690796,2616803000.0,EC-EARTH_r1,-63.322548,-39.19593,0.086313725,1.1612376,1.1914673,-3.2637482,-23.886282,-1583418900.0,-129.39687,-80.09518,-0.60551214,-8.14637,3.67453,-8.294613,-60.7055,-4032395500.0
MOHC-HadGEM2-ES_rcp85_r1i1p1_CNRM-ALADIN63_AL_0,NA,rcp85,CNRM,AL,0,1.2690703,2.750828,278.43066,0.8154818,2848705000.0,0.26765928,3.1340735,280.02585,0.20840308,724343800.0,0.052349128,3.1021533,282.36295,0.036515605,131583930.0,HadGEM2-ES_r1,-1.001411,-78.90903,0.38324547,13.932004,1.5951843,-0.6070787,-74.444176,-2124361200.0,-1.2167212,-95.87501,0.35132527,12.771619,3.9322815,-0.7789662,-95.52221,-2717121000.0
NCC-NorESM1-M_rcp85_r1i1p1_IPSL-WRF381P_IP_4,NA,rcp85,IPSL,IP,4,118.78368,3.873892,271.52985,22.30788,2083213700.0,53.08252,3.8224983,272.92276,16.060562,1501523800.0,18.705385,3.6492348,274.96448,8.731871,818153150.0,NorESM1-M_r1,-65.701164,-55.311604,-0.051393747,-1.3266696,1.3929138,-6.2473183,-28.004984,-581689860.0,-100.0783,-84.25256,-0.2246573,-5.7992654,3.4346313,-13.57601,-60.85746,-1265060600.0
CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_DMI-HIRHAM5_SC_1,NA,rcp85,DMI,SC,1,260.9644,3.2805316,263.63098,28.526655,178380140000.0,232.98491,3.3974497,265.43802,27.356472,171048400000.0,163.60997,3.8947484,268.3501,23.341227,145788080000.0,CNRM-CM5_r1,-27.979477,-10.721569,0.11691809,3.5639982,1.8070374,-1.1701832,-4.1020694,-7331741700.0,-97.354416,-37.305634,0.6142168,18.723087,4.719116,-5.1854286,-18.177485,-32592069000.0
NCC-NorESM1-M_rcp85_r1i1p1_MOHC-HadREM3-GA7-05_EU_3,NA,rcp85,MOHC,EU,3,193.63966,3.8733222,270.37067,20.62051,39844033000.0,140.49536,4.036598,272.17276,17.211885,33277567000.0,81.42022,3.8812017,274.41425,12.13871,23489114000.0,NorESM1-M_r1,-53.144302,-27.444946,0.16327596,4.215398,1.8020935,-3.4086246,-16.530264,-6566465500.0,-112.219444,-57.952717,0.007879496,0.20342991,4.043579,-8.4818,-41.13283,-16354918000.0
ICHEC-EC-EARTH_rcp85_r12i1p1_CLMcom-CCLM4-8-17_IP_4,NA,rcp85,CLMcom,IP,4,236.45543,4.993279,269.14996,27.0101,1593350100.0,158.8458,5.087934,270.5943,22.633892,1336405000.0,44.227974,4.6479893,272.95663,14.977,885472100.0,EC-EARTH_r12,-77.609634,-32.822098,0.09465504,1.8956488,1.4443359,-4.3762074,-16.202114,-256945150.0,-192.22745,-81.295425,-0.3452897,-6.915089,3.8066711,-12.033099,-44.55037,-707878000.0
ICHEC-EC-EARTH_rcp85_r12i1p1_KNMI-RACMO22E_SC_5,NA,rcp85,KNMI,SC,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,EC-EARTH_r12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MPI-M-MPI-ESM-LR_rcp45_r1i1p1_SMHI-RCA4_AL_4,NA,rcp45,SMHI,AL,4,285.79852,4.8752394,264.54013,28.562572,16071161000.0,270.26266,5.385937,265.80362,28.181286,15860458000.0,218.57292,5.2177286,266.68738,26.740156,15050514000.0,MPI-ESM-LR_r1,-15.535858,-5.435948,0.51069784,10.475339,1.2634888,-0.38128662,-1.334917,-210702340.0,-67.2256,-23.522026,0.34248924,7.0250754,2.1472473,-1.8224163,-6.380435,-1020646400.0
MOHC-HadGEM2-ES_rcp45_r1i1p1_KNMI-RACMO22E_AL_3,NA,rcp45,KNMI,AL,3,297.89597,3.7686226,266.17627,28.401417,27679132000.0,268.8337,4.0808506,267.70477,27.30805,26614227000.0,204.6689,4.126341,269.0897,24.356207,23738503000.0,HadGEM2-ES_r1,-29.062256,-9.75584,0.31222796,8.284936,1.5285034,-1.0933666,-3.8496904,-1064904700.0,-93.227066,-31.295177,0.35771823,9.492015,2.9134216,-4.04521,-14.242987,-3940628500.0
MPI-M-MPI-ESM-LR_rcp85_r1i1p1_DMI-HIRHAM5_EA_2,NA,rcp85,DMI,EA,2,56.115494,4.6419444,272.05542,12.228795,12222022000.0,37.02205,4.4012723,273.0374,10.002172,9989728000.0,9.950661,4.8812056,276.19714,4.779098,4768519000.0,MPI-ESM-LR_r1,-19.093445,-34.025265,-0.24067211,-5.184726,0.9819946,-2.2266226,-18.208029,-2232293400.0,-46.164833,-82.26753,0.23926115,5.1543303,4.1417236,-7.449697,-60.919308,-7453502500.0
ICHEC-EC-EARTH_rcp85_r1i1p1_CLMcom-ETH-COSMO-crCLIM-v1-1_SC_3,NA,rcp85,CLMcom,SC,3,554.3482,4.5247536,263.06308,30.172222,1172090100.0,512.2113,4.6504803,264.58493,29.967361,1164292900.0,381.16486,4.276976,266.66196,29.779861,1156959500.0,EC-EARTH_r1,-42.1369,-7.601162,0.1257267,2.778642,1.5218506,-0.20486069,-0.6789712,-7797248.0,-173.18335,-31.240898,-0.24777746,-5.476043,3.598877,-0.3923607,-1.3004037,-15130624.0
MOHC-HadGEM2-ES_rcp85_r1i1p1_ICTP-RegCM4-6_EU_3,NA,rcp85,ICTP,EU,3,94.17619,2.455302,270.039,20.363865,25525877000.0,63.02048,2.6909578,271.99042,15.665616,19649214000.0,19.65117,2.6802208,274.8572,7.330532,9187984000.0,HadGEM2-ES_r1,-31.155712,-33.082367,0.23565578,9.597833,1.951416,-4.698249,-23.071499,-5876662300.0,-74.525024,-79.13361,0.22491884,9.160537,4.818207,-13.033333,-64.00225,-16337892000.0
NCC-NorESM1-M_rcp26_r1i1p1_ICTP-RegCM4-6_IP_0,NA,rcp26,ICTP,IP,0,0.012029838,2.821105,283.08472,0.0096729705,85061260.0,0.0025057257,2.9212632,284.04315,0.0017631995,15659841.0,0.002313136,3.0704355,284.256,0.0013724718,11951771.0,NorESM1-M_r1,-0.009524113,-79.170746,0.100158215,3.5503185,0.95843506,-0.007909771,-81.7719,-69401420.0,-0.009716702,-80.771675,0.24933052,8.838045,1.1712952,-0.008300499,-85.81127,-73109496.0
MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_SC_2,NA,rcp85,ICTP,SC,2,244.84363,2.1183803,264.00632,29.977482,30705600000.0,230.10497,2.336416,266.1875,29.203327,29905906000.0,198.80841,2.5579226,267.92468,27.579174,28228440000.0,MPI-ESM-LR_r1,-14.738663,-6.0196223,0.2180357,10.292566,2.1811829,-0.77415466,-2.582454,-799694850.0,-46.035217,-18.801884,0.4395423,20.74898,3.9183655,-2.3983078,-8.000364,-2477160400.0
MOHC-HadGEM2-ES_rcp26_r1i1p1_MOHC-HadREM3-GA7-05_AL_0,NA,rcp26,MOHC,AL,0,2.4586163,3.2399411,278.11636,1.5866292,5486584300.0,1.6048449,3.4329934,279.76624,0.98180777,3395101700.0,0.4752315,3.725756,280.15988,0.3736653,1292141600.0,HadGEM2-ES_r1,-0.8537713,-34.725685,0.19305229,5.9585123,1.6498718,-0.6048214,-38.119896,-2091482600.0,-1.9833847,-80.67077,0.4858148,14.994557,2.043518,-1.2129638,-76.449104,-4194442800.0
ICHEC-EC-EARTH_rcp85_r12i1p1_GERICS-REMO2015_EU_1,NA,rcp85,GERICS,EU,1,28.607563,2.2721267,275.50754,5.772131,193669600000.0,18.353249,2.3667402,277.0109,4.6226788,155197260000.0,6.5156302,2.2800186,279.31693,2.5786402,86829060000.0,EC-EARTH_r12,-10.254314,-35.844765,0.09461355,4.164097,1.5033569,-1.1494522,-19.913828,-38472335000.0,-22.091932,-77.22409,0.007891893,0.3473351,3.8093872,-3.1934907,-55.326023,-106840540000.0
ICHEC-EC-EARTH_rcp26_r12i1p1_SMHI-RCA4_EA_2,NA,rcp26,SMHI,EA,2,54.09248,3.364768,268.615,18.866888,18725250000.0,49.76611,3.5881407,269.5399,17.654173,17541226000.0,44.030396,3.6616495,270.15253,16.416887,16324261000.0,EC-EARTH_r12,-4.3263702,-7.9980993,0.2233727,6.638576,0.92489624,-1.2127151,-6.4277434,-1184022500.0,-10.062084,-18.601633,0.29688144,8.823236,1.5375366,-2.4500008,-12.985718,-2400988200.0
NOAA-GFDL-GFDL-ESM2G_rcp26_r1i1p1_GERICS-REMO2015_SC_1,NA,rcp26,GERICS,SC,1,173.98003,2.634128,263.0024,27.13364,170805640000.0,152.60422,2.5245397,263.7899,26.290625,165527720000.0,168.45845,2.6593397,263.18964,27.118168,170755920000.0,GFDL-ESM2G_r1,-21.375809,-12.286358,-0.109588385,-4.1603284,0.7874756,-0.8430157,-3.1069021,-5277925400.0,-5.521576,-3.173684,0.025211573,0.9571126,0.18722534,-0.015472412,-0.057022985,-49725440.0
CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_IPSL-WRF381P_EA_1,NA,rcp85,IPSL,EA,1,39.262344,2.7018213,272.16708,16.125483,61823865000.0,28.289505,2.8998759,273.5777,13.842414,53008896000.0,10.152511,2.8851755,276.37366,7.448578,28582728000.0,CNRM-CM5_r1,-10.972839,-27.947489,0.19805455,7.3304086,1.410614,-2.2830687,-14.158142,-8814969000.0,-29.109833,-74.14186,0.18335414,6.7863164,4.2065735,-8.676905,-53.80865,-33241137000.0
ICHEC-EC-EARTH_rcp26_r12i1p1_CLMcom-CCLM4-8-17_SC_1,NA,rcp26,CLMcom,SC,1,288.43744,3.304311,264.93143,29.477983,188409800000.0,233.48016,3.4173036,266.45947,28.473396,182007100000.0,239.37328,3.4613109,266.5262,28.615824,182926800000.0,EC-EARTH_r12,-54.957275,-19.053448,0.112992525,3.4195487,1.5280457,-1.0045872,-3.4079237,-6402703400.0,-49.064163,-17.010332,0.15699983,4.7513633,1.5947876,-0.8621597,-2.9247582,-5483004000.0
IPSL-IPSL-CM5A-MR_rcp85_r1i1p1_KNMI-RACMO22E_SC_2,NA,rcp85,KNMI,SC,2,291.105,2.1226034,260.7565,30.148602,23296635000.0,286.8367,2.3484132,262.4777,30.091124,23251837000.0,271.70523,2.7787526,265.49887,29.682354,22934098000.0,IPSL-CM5A-MR_r1,-4.2683105,-1.4662442,0.22580981,10.638343,1.7211914,-0.05747795,-0.19064881,-44797950.0,-19.39978,-6.6641865,0.65614915,30.91247,4.7423706,-0.46624756,-1.5464982,-362536960.0
ICHEC-EC-EARTH_rcp26_r12i1p1_SMHI-RCA4_EA_1,NA,rcp26,SMHI,EA,1,17.690557,2.3122573,271.43298,11.353508,43136266000.0,16.654932,2.5306582,272.27505,10.414388,39657517000.0,13.386809,2.5832708,272.87985,9.121766,34750386000.0,EC-EARTH_r12,-1.0356255,-5.8541145,0.21840096,9.445357,0.84207153,-0.9391203,-8.271631,-3478749200.0,-4.303748,-24.32794,0.2710135,11.720733,1.4468689,-2.231742,-19.656849,-8385880000.0
CCCma-CanESM2_rcp85_r1i1p1_GERICS-REMO2015_IP_1,NA,rcp85,GERICS,IP,1,0.040840764,2.2832875,281.1164,0.030172698,276013630.0,0.011474222,2.2258017,282.744,0.008273933,76259290.0,0.00401544,1.9589617,284.981,0.0028354144,26684730.0,CanESM2_r1,-0.029366542,-71.904976,-0.05748582,-2.5176775,1.627594,-0.021898765,-72.57808,-199754340.0,-0.03682532,-90.16805,-0.3243258,-14.204334,3.8645935,-0.027337283,-90.602715,-249328900.0
ICHEC-EC-EARTH_rcp45_r12i1p1_SMHI-RCA4_EU_5,NA,rcp45,SMHI,EU,5,294.0266,3.596848,260.45297,30.083334,296784450.0,247.46918,3.5999036,262.34644,29.008333,286246900.0,214.321,3.5592923,263.31628,29.130554,287396860.0,EC-EARTH_r12,-46.557434,-15.834428,0.0030555725,0.08495139,1.8934631,-1.0750008,-3.5734096,-10537536.0,-79.70561,-27.108297,-0.037555695,-1.044128,2.8633118,-0.95277977,-3.167135,-9387584.0
MOHC-HadGEM2-ES_rcp45_r1i1p1_CLMcom-CCLM4-8-17_EA_5,NA,rcp45,CLMcom,EA,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,HadGEM2-ES_r1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_GERICS-REMO2015_EA_2,NA,rcp26,GERICS,EA,2,13.708329,1.676519,270.9988,7.5967855,7597070000.0,9.347295,1.7335637,272.32816,6.1766,6158354000.0,7.7709374,1.7244445,272.62085,5.2384224,5230941000.0,CNRM-CM5_r1,-4.3610344,-31.813028,0.057044625,3.4025636,1.3293457,-1.4201856,-18.69456,-1438715900.0,-5.9373918,-43.312294,0.047925472,2.8586297,1.6220398,-2.3583632,-31.044226,-2366128600.0
CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_IPSL-WRF381P_EU_0,NA,rcp85,IPSL,EU,0,28.050583,1.9934969,273.60767,11.16427,1413904700000.0,21.217491,2.0553305,275.11377,9.127871,1155062400000.0,11.599867,2.1440217,277.88034,5.5723305,706088340000.0,CNRM-CM5_r1,-6.8330917,-24.359894,0.06183362,3.1017666,1.5061035,-2.0363998,-18.240332,-258842300000.0,-16.450716,-58.64661,0.15052485,7.5507946,4.2726746,-5.59194,-50.087822,-707816400000.0
MPI-M-MPI-ESM-LR_rcp26_r1i1p1_MPI-CSC-REMO2009_EU_3,NA,rcp26,MPI-CSC,EU,3,74.7942,3.4449692,271.39618,11.19708,25363444000.0,69.92395,3.7947998,272.46338,10.22665,23158956000.0,62.65594,3.6340883,272.38403,9.893446,22424285000.0,MPI-ESM-LR_r1,-4.870247,-6.5115304,0.34983063,10.154826,1.0671997,-0.9704294,-8.666808,-2204487700.0,-12.138256,-16.228874,0.1891191,5.4897184,0.987854,-1.3036337,-11.642623,-2939158500.0
MPI-M-MPI-ESM-LR_rcp26_r1i1p1_ICTP-RegCM4-6_IP_4,NA,rcp26,ICTP,IP,4,188.83401,3.4586854,269.17575,26.49074,413075200.0,174.37419,3.5794172,270.24292,24.814814,387128740.0,191.39874,3.892305,270.01074,25.938889,404558080.0,MPI-ESM-LR_r1,-14.459824,-7.6574254,0.12073183,3.4906855,1.0671692,-1.6759262,-6.3264604,-25946464.0,2.5647278,1.3581916,0.4336195,12.537119,0.83499146,-0.5518513,-2.0831857,-8517120.0
CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_CNRM-ALADIN63_EA_1,NA,rcp45,CNRM,EA,1,47.105545,3.0506165,271.7079,16.01889,60058220000.0,34.55138,3.5602717,273.00366,12.85864,48247673000.0,16.185553,3.631791,274.8702,7.5563846,28478972000.0,CNRM-CM5_r1,-12.554165,-26.65114,0.50965524,16.70663,1.2957764,-3.1602507,-19.728273,-11810546000.0,-30.919992,-65.63982,0.5811746,19.051054,3.162323,-8.462505,-52.82829,-31579247000.0
MIROC-MIROC5_rcp26_r1i1p1_GERICS-REMO2015_EA_4,NA,rcp26,GERICS,EA,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,MIROC5_r1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MIROC-MIROC5_rcp85_r1i1p1_GERICS-REMO2015_SC_2,NA,rcp85,GERICS,SC,2,163.57335,2.3860989,263.12714,26.207489,37197365000.0,125.4109,2.5088792,265.16068,23.876278,33888950000.0,69.5633,2.5546072,268.39468,18.096369,25730138000.0,MIROC5_r1,-38.162453,-23.330484,0.12278032,5.1456513,2.0335388,-2.331211,-8.895209,-3308415000.0,-94.01005,-57.472717,0.16850829,7.0620837,5.2675476,-8.11112,-30.949627,-11467227000.0
ICHEC-EC-EARTH_rcp85_r12i1p1_DMI-HIRHAM5_SC_5,NA,rcp85,DMI,SC,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,EC-EARTH_r12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ICHEC-EC-EARTH_rcp45_r1i1p1_KNMI-RACMO22E_EU_4,NA,rcp45,KNMI,EU,4,313.14948,3.2107713,264.5179,29.63466,13437812000.0,245.8198,3.084366,265.728,28.302053,12836119000.0,251.01219,3.242205,266.4131,28.530375,12939871000.0,EC-EARTH_r1,-67.32968,-21.500813,-0.12640524,-3.9369118,1.210083,-1.3326073,-4.496786,-601693200.0,-62.137283,-19.842691,0.031433582,0.9790041,1.8951721,-1.1042862,-3.7263331,-497940480.0
ICHEC-EC-EARTH_rcp45_r12i1p1_KNMI-RACMO22E_EU_4,NA,rcp45,KNMI,EU,4,298.02814,3.1074028,264.294,29.603804,13423674000.0,272.847,3.339676,265.41193,29.06709,13183380000.0,253.72594,3.281776,266.3437,28.555313,12951566000.0,EC-EARTH_r12,-25.181152,-8.449253,0.2322731,7.4748306,1.1179199,-0.53671455,-1.8129919,-240293890.0,-44.3022,-14.865108,0.17437315,5.61154,2.0496826,-1.0484905,-3.5417426,-472108030.0
CCCma-CanESM2_rcp85_r1i1p1_GERICS-REMO2015_EA_1,NA,rcp85,GERICS,EA,1,2.5503507,1.843733,276.22354,2.0887208,7787711000.0,1.4210341,2.0690074,277.84354,1.2693938,4777336300.0,0.5027071,2.3583965,280.1434,0.47248656,1778638200.0,CanESM2_r1,-1.1293166,-44.280834,0.22527444,12.218389,1.6199951,-0.819327,-39.226257,-3010374700.0,-2.0476437,-80.28871,0.5146636,27.914215,3.9198608,-1.6162343,-77.37914,-6009072600.0
ICHEC-EC-EARTH_rcp85_r12i1p1_MOHC-HadREM3-GA7-05_IP_0,NA,rcp85,MOHC,IP,0,0.065722585,2.9115593,281.85043,0.032384366,280930050.0,0.020445852,2.779982,283.1485,0.010934371,93302050.0,0.009238174,2.6207736,285.02432,0.004789837,42619584.0,EC-EARTH_r12,-0.04527673,-68.89068,-0.13157725,-4.5191336,1.2980652,-0.021449994,-66.23565,-187628000.0,-0.05648441,-85.94368,-0.2907858,-9.9872875,3.1738892,-0.02759453,-85.20941,-238310460.0
MOHC-HadGEM2-ES_rcp85_r1i1p1_IPSL-WRF381P_SC_4,NA,rcp85,IPSL,SC,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,HadGEM2-ES_r1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
