file,season,exp,RCM,region,height,snw_1972-2001,pr_1972-2001,tas_1972-2001,snowday_1972-2001,sca_1972-2001,snw_2022-2051,pr_2022-2051,tas_2022-2051,snowday_2022-2051,sca_2022-2051,snw_2070-2099,pr_2070-2099,tas_2070-2099,snowday_2070-2099,sca_2070-2099,GCM,diff_snw_2022-2051,pro_diff_snw_2022-2051,diff_pr_2022-2051,pro_diff_pr_2022-2051,diff_tas_2022-2051,diff_snowday_2022-2051,pro_diff_snowday_2022-2051,diff_sca_2022-2051,diff_snw_2070-2099,pro_diff_snw_2070-2099,diff_pr_2070-2099,pro_diff_pr_2070-2099,diff_tas_2070-2099,diff_snowday_2070-2099,pro_diff_snowday_2070-2099,diff_sca_2070-2099
MPI-M-MPI-ESM-LR_rcp85_r1i1p1_IPSL-WRF381P_EA_3,NA,rcp85,IPSL,EA,3,159.54489,4.289552,269.96326,25.510029,1508534300.0,127.57005,4.1352267,270.9125,22.285969,1318765800.0,40.64397,4.3053584,274.22095,15.489674,918329700.0,MPI-ESM-LR_r1,-31.974838,-20.04128,-0.15432549,-3.597706,0.94924927,-3.22406,-12.638402,-189768450.0,-118.900925,-74.52506,0.015806198,0.3684813,4.2576904,-10.020355,-39.280064,-590204540.0
NCC-NorESM1-M_rcp85_r1i1p1_CLMcom-ETH-COSMO-crCLIM-v1.1_EU_3,NA,rcp85,CLMcom-ETH,EU,3,126.74879,4.4873962,271.81113,17.18584,34788758000.0,81.61729,4.607928,273.11115,13.630596,27615085000.0,42.123077,4.3398705,274.843,9.397926,19045138000.0,NorESM1-M_r1,-45.1315,-35.607044,0.12053156,2.6860023,1.3000183,-3.5552444,-20.687056,-7173673000.0,-84.62571,-66.76649,-0.14752579,-3.2875588,3.0318604,-7.7879143,-45.315876,-15743619000.0
MOHC-HadGEM2-ES_rcp26_r1i1p1_GERICS-REMO2015_EU_1,NA,rcp26,GERICS,EU,1,18.485748,2.2925105,276.48337,4.978231,168190180000.0,10.136057,2.3276286,278.08282,3.6545513,123469510000.0,10.13203,2.3779624,278.2073,3.6251173,122475090000.0,HadGEM2-ES_r1,-8.349691,-45.168262,0.035118103,1.5318623,1.5994568,-1.3236797,-26.589357,-44720670000.0,-8.353719,-45.19005,0.08545184,3.727435,1.723938,-1.3531137,-27.180613,-45715087000.0
MOHC-HadGEM2-ES_rcp85_r1i1p1_CLMcom-ETH-COSMO-crCLIM-v1-1_EU_5,NA,rcp85,CLMcom,EU,5,477.99893,5.238185,264.71927,29.541414,3231205600.0,430.96927,5.529786,266.2968,28.73889,3143430000.0,278.50156,5.3089743,269.05273,25.996082,2843466000.0,HadGEM2-ES_r1,-47.029663,-9.838863,0.29160118,5.5668364,1.5775452,-0.80252457,-2.7166085,-87775740.0,-199.49738,-41.735947,0.07078934,1.3514097,4.3334656,-3.545332,-12.001226,-387739650.0
CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_CNRM-ALADIN63_SC_1,NA,rcp45,CNRM,SC,1,291.70776,3.0958276,262.3998,29.558546,177800380000.0,257.53702,3.1213644,263.8843,28.806505,173279870000.0,243.82222,3.4102404,265.45667,27.875906,167660320000.0,CNRM-CM5_r1,-34.170746,-11.714034,0.025536776,0.8248772,1.4844971,-0.75204086,-2.5442417,-4520509400.0,-47.885544,-16.415586,0.31441283,10.156019,3.0568542,-1.6826401,-5.6925673,-10140058000.0
ICHEC-EC-EARTH_rcp85_r12i1p1_ICTP-RegCM4-6_AL_3,NA,rcp85,ICTP,AL,3,134.5405,2.3364546,267.52338,26.52605,20609567000.0,108.74245,2.4157324,268.9965,24.523386,19057870000.0,65.72022,2.5722747,271.47018,17.82331,13876934000.0,EC-EARTH_r12,-25.79805,-19.174932,0.079277754,3.393079,1.473114,-2.0026646,-7.549803,-1551695900.0,-68.820274,-51.15209,0.23582006,10.093072,3.9468079,-8.70274,-32.808277,-6732633000.0
CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_DMI-HIRHAM5_SC_3,NA,rcp85,DMI,SC,3,558.84033,4.638477,261.17764,30.20074,2200185900.0,540.4215,4.6340756,262.5251,30.198147,2200402700.0,501.11798,5.334457,265.21976,29.913332,2179521300.0,CNRM-CM5_r1,-18.418823,-3.2959008,-0.004401207,-0.094884746,1.3474426,-0.0025939941,-0.008589174,216832.0,-57.72235,-10.328953,0.6959801,15.004496,4.0421143,-0.28740883,-0.9516615,-20664576.0
ICHEC-EC-EARTH_rcp45_r12i1p1_SMHI-RCA4_AL_3,NA,rcp45,SMHI,AL,3,213.40056,4.757359,265.052,27.159456,31506997000.0,165.49777,4.936324,266.76688,25.153852,29195194000.0,127.33845,4.9887443,267.82782,23.55695,27353356000.0,EC-EARTH_r12,-47.902786,-22.44736,0.17896509,3.761858,1.7148743,-2.0056038,-7.3845506,-2311803000.0,-86.06211,-40.328907,0.23138523,4.863733,2.7758179,-3.6025066,-13.264281,-4153641000.0
MPI-M-MPI-ESM-LR_rcp45_r2i1p1_MPI-CSC-REMO2009_EU_1,NA,rcp45,MPI-CSC,EU,1,20.418882,2.633502,276.24496,5.293037,176954250000.0,16.019224,2.691653,277.39606,4.5641003,152536070000.0,11.917341,2.8002334,278.07864,4.071184,136006435000.0,MPI-ESM-LR_r2,-4.399658,-21.547009,0.058151007,2.2081246,1.1510925,-0.7289367,-13.771615,-24418173000.0,-8.501541,-41.63568,0.16673136,6.331165,1.8336792,-1.2218528,-23.084154,-40947810000.0
NCC-NorESM1-M_rcp26_r1i1p1_ICTP-RegCM4-6_AL_0,NA,rcp26,ICTP,AL,0,0.86865574,2.5720086,279.45862,0.65612316,2222569500.0,0.28398412,2.6977437,280.52325,0.23158754,784088450.0,0.2765376,2.788298,280.6143,0.23046955,786140900.0,NorESM1-M_r1,-0.5846716,-67.30763,0.12573504,4.8885937,1.0646362,-0.42453563,-64.70365,-1438481000.0,-0.59211814,-68.16488,0.21628928,8.409353,1.1556702,-0.4256536,-64.87404,-1436428500.0
MOHC-HadGEM2-ES_rcp85_r1i1p1_KNMI-RACMO22E_EU_0,NA,rcp85,KNMI,EU,0,27.18405,2.163639,273.91528,10.260727,1302614100000.0,16.186045,2.3735814,276.1788,7.0751634,895184800000.0,6.200439,2.5238445,279.2546,3.3716004,424325100000.0,HadGEM2-ES_r1,-10.998005,-40.45757,0.20994234,9.703205,2.2635193,-3.1855636,-31.046179,-407429320000.0,-20.98361,-77.190895,0.3602054,16.648129,5.339325,-6.889127,-67.140724,-878289000000.0
IPSL-IPSL-CM5A-MR_rcp45_r1i1p1_SMHI-RCA4_SC_4,NA,rcp45,SMHI,SC,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,IPSL-CM5A-MR_r1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ICHEC-EC-EARTH_rcp85_r12i1p1_SMHI-RCA4_IP_3,NA,rcp85,SMHI,IP,3,81.06913,5.303177,270.94937,16.43013,6867756500.0,47.654987,5.2407575,272.89813,11.4923525,4811118000.0,15.129329,5.0503893,275.51556,5.9490194,2498056400.0,EC-EARTH_r12,-33.414143,-41.21685,-0.062419415,-1.1770192,1.948761,-4.9377775,-30.053185,-2056638500.0,-65.939804,-81.337746,-0.2527876,-4.76672,4.5661926,-10.481111,-63.792015,-4369700000.0
MPI-M-MPI-ESM-LR_rcp26_r1i1p1_ICTP-RegCM4-6_EU_1,NA,rcp26,ICTP,EU,1,35.930176,2.6990495,275.3167,8.031885,265535680000.0,29.161652,2.767746,276.49103,6.5460534,214012970000.0,28.367693,2.8795826,276.40454,6.6219583,216872760000.0,MPI-ESM-LR_r1,-6.768524,-18.837994,0.0686965,2.5452108,1.1743164,-1.4858317,-18.499166,-51522716000.0,-7.562483,-21.04772,0.18053317,6.688769,1.0878296,-1.4099269,-17.554121,-48662920000.0
CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_DMI-HIRHAM5_IP_5,NA,rcp85,DMI,IP,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,CNRM-CM5_r1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MPI-M-MPI-ESM-LR_rcp85_r1i1p1_CLMcom-CCLM4-8-17_EA_0,NA,rcp85,CLMcom,EA,0,6.0361743,1.8929787,275.3265,5.1204553,182678910000.0,4.1272907,1.8870113,276.0265,3.7988582,135289780000.0,1.1295656,2.1875026,278.7229,1.1433142,40784785000.0,MPI-ESM-LR_r1,-1.9088836,-31.624062,-0.0059673786,-0.3152375,0.6999817,-1.3215971,-25.810148,-47389130000.0,-4.9066086,-81.28673,0.29452395,15.558758,3.3963928,-3.977141,-77.67162,-141894120000.0
MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_IP_0,NA,rcp45,CLMcom,IP,0,0.018653326,3.1943142,282.79807,0.015254453,128891944.0,0.009808727,3.3601043,283.48,0.007835398,68536720.0,0.0062401104,3.0230787,284.05872,0.0048234267,41572456.0,MPI-ESM-LR_r1,-0.008844599,-47.41567,0.16579008,5.1901617,0.6819458,-0.0074190544,-48.635338,-60355224.0,-0.012413215,-66.54692,-0.17123556,-5.360636,1.2606506,-0.010431026,-68.3802,-87319490.0
MPI-M-MPI-ESM-LR_rcp85_r1i1p1_CNRM-ALADIN63_EA_5,NA,rcp85,CNRM,EA,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,MPI-ESM-LR_r1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NCC-NorESM1-M_rcp26_r1i1p1_KNMI-RACMO22E_IP_2,NA,rcp26,KNMI,IP,2,10.518925,2.9098337,277.0181,3.1486619,8500259300.0,6.3091264,2.8673763,278.05554,2.1051602,5699760000.0,5.423575,3.1182582,278.30716,1.8514295,5039165400.0,NorESM1-M_r1,-4.2097983,-40.021183,-0.042457342,-1.4590986,1.0374451,-1.0435016,-33.141113,-2800499200.0,-5.09535,-48.439835,0.20842457,7.1627655,1.2890625,-1.2972324,-41.199482,-3461094000.0
CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_MOHC-HadREM3-GA7-05_EU_4,NA,rcp85,MOHC,EU,4,288.2198,3.4347658,263.55582,28.683987,27455607000.0,256.48798,3.6276004,265.3908,27.442541,26271898000.0,183.65865,3.5871844,268.60397,24.07554,23050950000.0,CNRM-CM5_r1,-31.731812,-11.009588,0.19283462,5.6142,1.8349915,-1.2414455,-4.328009,-1183709200.0,-104.56114,-36.278267,0.15241861,4.4375257,5.0481567,-4.608446,-16.066267,-4404656000.0
ICHEC-EC-EARTH_rcp85_r3i1p1_DMI-HIRHAM5_EA_0,NA,rcp85,DMI,EA,0,6.579961,1.6215317,274.09247,5.280722,188149680000.0,3.0319774,1.8640414,276.1679,2.6977835,96165320000.0,0.96839356,1.959192,278.45514,0.94675887,33924215000.0,EC-EARTH_r3,-3.5479834,-53.92104,0.24250972,14.955596,2.0754395,-2.5829387,-48.9126,-91984355000.0,-5.6115675,-85.282684,0.3376603,20.82354,4.362671,-4.3339634,-82.07141,-154225460000.0
MOHC-HadGEM2-ES_rcp45_r1i1p1_SMHI-RCA4_IP_4,NA,rcp45,SMHI,IP,4,166.82436,6.051367,268.37012,25.638235,2156086000.0,101.60272,6.308536,270.60873,21.267973,1789526900.0,38.57506,5.3884325,272.39447,15.010457,1263273000.0,HadGEM2-ES_r1,-65.221634,-39.095993,0.25716925,4.249771,2.238617,-4.370262,-17.045877,-366559100.0,-128.2493,-76.87684,-0.6629343,-10.955116,4.024353,-10.627778,-41.452847,-892813060.0
CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_CNRM-ALADIN63_SC_0,NA,rcp26,CNRM,SC,0,72.30836,1.8250028,268.0138,21.369398,695812600000.0,57.673084,1.9261732,269.38898,18.404392,599627330000.0,52.369736,1.8721234,269.52972,18.276625,595579400000.0,CNRM-CM5_r1,-14.635273,-20.240086,0.10117042,5.5435767,1.3751831,-2.9650059,-13.875009,-96185290000.0,-19.938622,-27.574436,0.04712057,2.5819452,1.5159302,-3.0927734,-14.472909,-100233250000.0
ICHEC-EC-EARTH_rcp45_r12i1p1_GERICS-REMO2015_AL_5,NA,rcp45,GERICS,AL,5,232.21999,2.9481106,261.15192,27.203821,4566267000.0,204.6787,3.025961,262.50467,25.753057,4322810400.0,192.92122,3.0944223,263.3646,25.293867,4245976800.0,EC-EARTH_r12,-27.54129,-11.86,0.07785034,2.640686,1.3527527,-1.4507637,-5.332941,-243456510.0,-39.298767,-16.923077,0.14631176,4.962899,2.212677,-1.9099541,-7.0209036,-320290050.0
ICHEC-EC-EARTH_rcp26_r3i1p1_DMI-HIRHAM5_SC_2,NA,rcp26,DMI,SC,2,519.6146,4.9048047,264.314,29.38986,38301733000.0,467.7702,5.0167346,265.55368,28.80221,37541237000.0,467.37604,5.3067584,266.0128,28.480524,37121462000.0,EC-EARTH_r3,-51.84442,-9.977476,0.11192989,2.2820458,1.239685,-0.5876503,-1.9995002,-760496100.0,-52.238586,-10.053332,0.4019537,8.195101,1.6987915,-0.9093361,-3.094047,-1180270600.0
NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_EA_2,NA,rcp85,GERICS,EA,2,7.5442243,1.6562476,273.5944,4.535438,4520470000.0,4.1638594,1.7082491,274.6966,3.2131455,3209892900.0,2.141702,1.7160774,276.9472,1.8289491,1827202800.0,NorESM1-M_r1,-3.380365,-44.807323,0.052001476,3.1397164,1.1022034,-1.3222926,-29.154684,-1310577200.0,-5.402522,-71.61137,0.05982983,3.6123724,3.3528137,-2.706489,-59.674255,-2693267200.0
MPI-M-MPI-ESM-LR_rcp45_r1i1p1_MPI-CSC-REMO2009_AL_2,NA,rcp45,MPI-CSC,AL,2,27.906143,4.049666,273.6503,7.4159255,12116633000.0,19.614672,4.5254955,274.55518,5.787487,9455354000.0,16.54242,4.3587246,275.21423,5.0614114,8250625000.0,MPI-ESM-LR_r1,-8.2914715,-29.711994,0.4758296,11.749848,0.9048767,-1.6284385,-21.958668,-2661278700.0,-11.363724,-40.721226,0.30905867,7.6317077,1.5639343,-2.3545141,-31.749432,-3866007600.0
ICHEC-EC-EARTH_rcp85_r12i1p1_IPSL-WRF381P_EA_0,NA,rcp85,IPSL,EA,0,8.736087,1.4093354,274.66617,6.803241,241817810000.0,4.8310876,1.5389276,276.603,4.0853763,145222400000.0,2.3164208,1.5899645,278.6555,1.7122427,61293974000.0,EC-EARTH_r12,-3.9049993,-44.69964,0.12959218,9.195269,1.9368286,-2.7178645,-39.949554,-96595410000.0,-6.4196663,-73.48446,0.18062913,12.816619,3.9893188,-5.090998,-74.831955,-180523840000.0
MOHC-HadGEM2-ES_rcp45_r1i1p1_GERICS-REMO2015_EA_1,NA,rcp45,GERICS,EA,1,5.6910095,1.7455372,274.8626,4.0234904,15128739000.0,2.487251,1.8926859,276.68738,2.2075114,8300470300.0,2.0277822,1.9727038,277.51852,1.801321,6773151000.0,HadGEM2-ES_r1,-3.2037585,-56.295082,0.14714873,8.4299965,1.8247681,-1.815979,-45.13442,-6828268500.0,-3.6632273,-64.368675,0.22716665,13.01414,2.6559143,-2.2221694,-55.22989,-8355587600.0
IPSL-IPSL-CM5A-MR_rcp85_r1i1p1_GERICS-REMO2015_SC_5,NA,rcp85,GERICS,SC,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,IPSL-CM5A-MR_r1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MPI-M-MPI-ESM-LR_rcp85_r3i1p1_CLMcom-ETH-COSMO-crCLIM-v1.1_EA_1,NA,rcp85,CLMcom-ETH,EA,1,12.526135,2.7424548,274.50027,7.5159917,29122267000.0,6.032196,2.8346622,276.32053,4.4713483,17333195000.0,2.846172,3.0213463,278.1588,2.369899,9174163000.0,MPI-ESM-LR_r3,-6.4939394,-51.843117,0.09220743,3.3622224,1.8202515,-3.0446434,-40.508873,-11789072000.0,-9.679963,-77.27813,0.27889156,10.169414,3.6585388,-5.1460924,-68.468575,-19948104000.0
MOHC-HadGEM2-ES_rcp26_r1i1p1_DMI-HIRHAM5_EA_4,NA,rcp26,DMI,EA,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,HadGEM2-ES_r1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
IPSL-IPSL-CM5A-MR_rcp45_r1i1p1_SMHI-RCA4_AL_3,NA,rcp45,SMHI,AL,3,264.54303,5.9421268,266.88885,26.137777,30380567000.0,166.54208,6.0199285,268.62885,23.05714,26816702000.0,109.45723,6.439224,270.01755,20.561678,23943297000.0,IPSL-CM5A-MR_r1,-98.000946,-37.045372,0.077801704,1.3093243,1.7399902,-3.080637,-11.786147,-3563864000.0,-155.0858,-58.624035,0.49709702,8.365642,3.1286926,-5.5760994,-21.333487,-6437269500.0
ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_IP_2,NA,rcp85,SMHI,IP,2,6.7766166,3.4848092,275.56146,3.2473574,8879351000.0,3.3011887,3.6231902,276.70535,1.8144745,4990940000.0,0.7741166,3.4648733,278.86398,0.46042043,1269314600.0,EC-EARTH_r1,-3.4754279,-51.28559,0.138381,3.970978,1.1438904,-1.4328829,-44.12458,-3888410600.0,-6.0025,-88.57665,-0.019935846,-0.5720786,3.3025208,-2.786937,-85.821686,-7610036000.0
MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_IP_3,NA,rcp85,ICTP,IP,3,74.70066,3.3458993,272.67233,15.112223,4323460600.0,45.32898,3.3984134,273.77814,11.078081,3175431700.0,12.431115,3.36192,275.9214,5.1932325,1497864000.0,MPI-ESM-LR_r1,-29.371681,-39.31917,0.052514076,1.5695056,1.1058044,-4.0341415,-26.694561,-1148028900.0,-62.269547,-83.358765,0.016020775,0.4788182,3.249054,-9.91899,-65.635544,-2825596700.0
CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_CLMcom-ETH-COSMO-crCLIM-v1-1_EU_5,NA,rcp85,CLMcom,EU,5,507.08276,5.4106803,263.65167,30.09293,3268438300.0,476.14615,5.3711925,264.62558,29.862122,3243836000.0,398.30222,5.4683075,267.0876,28.605303,3106953200.0,CNRM-CM5_r1,-30.936615,-6.1009007,-0.03948784,-0.7298128,0.9739075,-0.23080826,-0.766985,-24602368.0,-108.78055,-21.452227,0.0576272,1.0650638,3.435913,-1.487627,-4.9434433,-161485060.0
MPI-M-MPI-ESM-LR_rcp85_r3i1p1_GERICS-REMO2015_SC_5,NA,rcp85,GERICS,SC,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,MPI-ESM-LR_r3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ICHEC-EC-EARTH_rcp85_r12i1p1_SMHI-RCA4_SC_2,NA,rcp85,SMHI,SC,2,384.1282,3.996846,263.22568,29.973263,31858332000.0,318.6111,4.5313253,265.61356,29.340944,31186110000.0,187.70068,4.683065,268.59436,27.080315,28782848000.0,EC-EARTH_r12,-65.51709,-17.056047,0.5344794,13.372529,2.3878784,-0.6323185,-2.1096084,-672221200.0,-196.42752,-51.13593,0.686219,17.169012,5.368683,-2.8929482,-9.651762,-3075483600.0
MOHC-HadGEM2-ES_rcp45_r1i1p1_CLMcom-CCLM4-8-17_AL_3,NA,rcp45,CLMcom,AL,3,215.51096,4.9033217,269.05157,25.001774,30207875000.0,169.93617,5.232652,270.40024,22.793446,27539706000.0,108.97723,5.339489,271.57602,18.668287,22555570000.0,HadGEM2-ES_r1,-45.574783,-21.147318,0.32933044,6.7164764,1.3486633,-2.2083282,-8.832686,-2668169200.0,-106.53373,-49.433094,0.43616724,8.895342,2.5244446,-6.3334866,-25.332148,-7652305000.0
MOHC-HadGEM2-ES_rcp85_r1i1p1_KNMI-RACMO22E_EU_1,NA,rcp85,KNMI,EU,1,51.683567,2.7847853,273.823,11.132556,362305220000.0,35.01531,3.0240567,275.97382,8.446906,274269080000.0,20.524496,2.9569292,278.95087,5.4686584,176809380000.0,HadGEM2-ES_r1,-16.668259,-32.2506,0.2392714,8.592094,2.1508179,-2.6856499,-24.124289,-88036150000.0,-31.159071,-60.28816,0.17214394,6.181587,5.1278687,-5.6638975,-50.876884,-185495850000.0
MOHC-HadGEM2-ES_rcp26_r1i1p1_ICTP-RegCM4-6_IP_1,NA,rcp26,ICTP,IP,1,0.10428873,2.0512674,279.5608,0.08154573,762976100.0,0.06533677,2.0482209,280.77753,0.05085805,475916740.0,0.041137863,2.3005564,280.84827,0.0320245,299911940.0,HadGEM2-ES_r1,-0.038951956,-37.35011,-0.0030465126,-0.14851855,1.2167358,-0.030687682,-37.63248,-287059400.0,-0.06315087,-60.55388,0.24928904,12.152927,1.2874756,-0.049521234,-60.728172,-463064200.0
IPSL-IPSL-CM5A-MR_rcp85_r1i1p1_SMHI-RCA4_SC_1,NA,rcp85,SMHI,SC,1,242.56232,2.9769301,261.79202,29.657223,187283240000.0,205.80176,3.1751308,264.278,28.93336,182671130000.0,134.34435,3.738327,267.75906,26.084105,164588400000.0,IPSL-CM5A-MR_r1,-36.76056,-15.155099,0.1982007,6.657889,2.4859924,-0.7238636,-2.4407666,-4612112400.0,-108.21797,-44.614502,0.7613969,25.576578,5.967041,-3.5731182,-12.048055,-22694838000.0
ICHEC-EC-EARTH_rcp85_r12i1p1_KNMI-RACMO22E_AL_3,NA,rcp85,KNMI,AL,3,282.34305,3.3646042,265.5201,29.066809,28125893000.0,249.5718,3.47705,266.87506,28.134241,27227265000.0,175.43486,3.6077876,269.37305,24.340532,23566041000.0,EC-EARTH_r12,-32.771255,-11.606893,0.11244583,3.3420224,1.35495,-0.9325676,-3.208359,-898627600.0,-106.90819,-37.864643,0.24318337,7.227696,3.8529358,-4.7262764,-16.260046,-4559851500.0
MOHC-HadGEM2-ES_rcp85_r1i1p1_MOHC-HadREM3-GA7-05_EA_1,NA,rcp85,MOHC,EA,1,25.36137,2.6726038,272.7049,11.488849,45027820000.0,10.685379,3.0824282,275.24127,6.290175,24652850000.0,4.2022014,3.2470682,277.85645,2.99842,11751596000.0,HadGEM2-ES_r1,-14.675991,-57.8675,0.40982437,15.334273,2.536377,-5.1986737,-45.249737,-20374970000.0,-21.159168,-83.430695,0.5744643,21.494556,5.1515503,-8.490429,-73.90148,-33276223000.0
ICHEC-EC-EARTH_rcp45_r12i1p1_CLMcom-CCLM4-8-17_IP_3,NA,rcp45,CLMcom,IP,3,63.111717,4.23756,272.16074,14.828218,6333763600.0,42.26169,4.4799476,273.30344,11.675203,4987462700.0,25.00232,4.433948,274.13254,9.292886,3974818600.0,EC-EARTH_r12,-20.850029,-33.0367,0.24238777,5.7199845,1.1427002,-3.1530151,-21.263615,-1346300900.0,-38.109398,-60.38403,0.19638824,4.634465,1.9718018,-5.5353327,-37.32972,-2358945000.0
CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_ICTP-RegCM4-6_IP_4,NA,rcp85,ICTP,IP,4,183.4516,2.8529127,268.27185,27.562963,429776320.0,150.98918,2.9929712,269.61972,25.36111,395564300.0,51.67749,3.0951,272.58902,16.331482,255587730.0,CNRM-CM5_r1,-32.462418,-17.695358,0.14005852,4.9093165,1.3478699,-2.2018528,-7.988447,-34212030.0,-131.77411,-71.83045,0.24218726,8.489123,4.317169,-11.231482,-40.748455,-174188590.0
IPSL-IPSL-CM5A-MR_rcp85_r1i1p1_SMHI-RCA4_EA_4,NA,rcp85,SMHI,EA,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,IPSL-CM5A-MR_r1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MOHC-HadGEM2-ES_rcp45_r1i1p1_DMI-HIRHAM5_AL_3,NA,rcp45,DMI,AL,3,263.04977,6.2182364,269.34653,19.28047,21574296000.0,210.7421,6.916577,270.8748,16.570814,18543410000.0,128.48766,6.8147707,272.21158,12.525679,14017637000.0,HadGEM2-ES_r1,-52.30768,-19.885086,0.6983404,11.230523,1.5282593,-2.7096558,-14.053888,-3030886400.0,-134.56212,-51.15462,0.59653425,9.593303,2.8650513,-6.7547913,-35.03437,-7556658000.0
MOHC-HadGEM2-ES_rcp26_r1i1p1_GERICS-REMO2015_EA_1,NA,rcp26,GERICS,EA,1,5.6910095,1.7455372,274.8626,4.0234904,15128739000.0,2.727009,1.7644211,276.447,2.4242246,9115334000.0,2.4680915,1.8775655,276.84848,2.1350067,8027845000.0,HadGEM2-ES_r1,-2.9640005,-52.082157,0.018883944,1.0818413,1.5843811,-1.5992658,-39.74822,-6013405000.0,-3.222918,-56.63175,0.13202834,7.5637655,1.9858704,-1.8884838,-46.936455,-7100893700.0
NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_EU_5,NA,rcp85,GERICS,EU,5,236.65634,3.2894413,263.3517,25.662016,4306229000.0,209.80353,3.3636003,264.92657,23.99997,4028387300.0,124.38965,2.9573743,267.70605,18.414742,3091118600.0,NorESM1-M_r1,-26.852814,-11.346754,0.07415891,2.254453,1.5748596,-1.6620464,-6.4766793,-277841920.0,-112.26669,-47.438698,-0.332067,-10.094937,4.3543396,-7.2472744,-28.241251,-1215110700.0
ICHEC-EC-EARTH_rcp45_r12i1p1_CLMcom-CCLM4-8-17_AL_0,NA,rcp45,CLMcom,AL,0,1.6773915,2.5764825,277.92267,1.2560605,4329578000.0,1.1092503,2.769113,278.7602,0.96984875,3350438000.0,0.43719023,2.8340957,279.59494,0.41577855,1428283100.0,EC-EARTH_r12,-0.5681412,-33.870518,0.19263053,7.476493,0.8375244,-0.28621173,-22.78646,-979140100.0,-1.2402012,-73.9363,0.25761318,9.998639,1.6722717,-0.84028196,-66.89821,-2901294800.0
MPI-M-MPI-ESM-LR_rcp85_r1i1p1_MPI-CSC-REMO2009_AL_5,NA,rcp85,MPI-CSC,AL,5,336.81216,4.3371253,262.7635,26.873613,4777089000.0,279.62817,4.2832217,264.10468,25.219217,4483861000.0,222.65564,4.6494703,267.00418,22.511076,4004429600.0,MPI-ESM-LR_r1,-57.18399,-16.978006,-0.05390358,-1.2428412,1.3411865,-1.654396,-6.15621,-293228030.0,-114.156525,-33.89323,0.31234503,7.20166,4.240692,-4.3625374,-16.233534,-772659460.0
ICHEC-EC-EARTH_rcp85_r12i1p1_GERICS-REMO2015_SC_1,NA,rcp85,GERICS,SC,1,143.85165,2.76249,265.67984,24.708862,155602060000.0,92.48462,3.0067036,268.04102,20.615345,129927050000.0,33.021194,3.1476717,271.47345,12.23765,77271510000.0,EC-EARTH_r12,-51.367035,-35.70834,0.24421358,8.8403425,2.3611755,-4.0935173,-16.567001,-25675006000.0,-110.83046,-77.04497,0.38518167,13.943277,5.7936096,-12.471212,-50.47263,-78330550000.0
