file,season,exp,RCM,region,height,snw_1972-2001,pr_1972-2001,tas_1972-2001,snowday_1972-2001,sca_1972-2001,snw_2022-2051,pr_2022-2051,tas_2022-2051,snowday_2022-2051,sca_2022-2051,snw_2070-2099,pr_2070-2099,tas_2070-2099,snowday_2070-2099,sca_2070-2099,GCM,diff_snw_2022-2051,pro_diff_snw_2022-2051,diff_pr_2022-2051,pro_diff_pr_2022-2051,diff_tas_2022-2051,diff_snowday_2022-2051,pro_diff_snowday_2022-2051,diff_sca_2022-2051,pro_diff_sca_2022-2051,diff_snw_2070-2099,pro_diff_snw_2070-2099,diff_pr_2070-2099,pro_diff_pr_2070-2099,diff_tas_2070-2099,diff_snowday_2070-2099,pro_diff_snowday_2070-2099,diff_sca_2070-2099,pro_diff_sca_2070-2099
ICHEC-EC-EARTH_rcp85_r12i1p1_CLMcom-ETH-COSMO-crCLIM-v1.1_SC_3,NA,rcp85,CLMcom-ETH,SC,3,549.52386,4.329911,262.6508,30.204166,99.976845,535.32825,4.830702,264.38007,30.147917,99.80787,417.16983,4.5488734,266.87265,29.870834,98.88762,EC-EARTH_r12,-14.195618,-2.5832577,0.5007906,11.56584,1.7292786,-0.05624962,-0.18623132,-0.16897583,-0.16901496,-132.35403,-24.08522,0.21896219,5.0569673,4.221863,-0.33333206,-1.1035963,-1.0892258,-1.089478
MPI-M-MPI-ESM-LR_rcp45_r2i1p1_MPI-CSC-REMO2009_SC_0,NA,rcp45,MPI-CSC,SC,0,39.768795,2.1009333,269.60632,15.160015,50.22393,29.437963,2.0901504,270.79843,12.697796,42.10245,24.860258,2.2245216,271.81598,11.237929,37.327595,MPI-ESM-LR_r2,-10.330832,-25.97723,-0.010782957,-0.51324606,1.1921082,-2.4622192,-16.241535,-8.121479,-16.170536,-14.908537,-37.488026,0.12358832,5.882544,2.2096558,-3.9220858,-25.871254,-12.896336,-25.677671
ICHEC-EC-EARTH_rcp85_r12i1p1_MOHC-HadREM3-GA7-05_SC_2,NA,rcp85,MOHC,SC,2,377.9214,3.3737564,262.21176,29.907282,98.98802,346.47778,3.6499197,264.4418,29.402868,97.32547,259.13733,3.5898044,267.5243,27.789408,91.97539,EC-EARTH_r12,-31.443604,-8.320144,0.27616334,8.185634,2.2300415,-0.5044136,-1.6865913,-1.6625519,-1.6795485,-118.78406,-31.430891,0.216048,6.4037824,5.3125305,-2.1178741,-7.0814667,-7.0126343,-7.0843263
MPI-M-MPI-ESM-LR_rcp85_r1i1p1_MOHC-HadREM3-GA7-05_AL_1,NA,rcp85,MOHC,AL,1,13.226064,4.703593,275.8225,5.3828454,17.881159,6.7264915,4.7815094,276.98996,3.3806417,11.229778,1.651322,5.9251194,279.50546,1.1469777,3.8063316,MPI-ESM-LR_r1,-6.4995723,-49.14215,0.07791662,1.6565342,1.16745,-2.0022037,-37.19601,-6.6513805,-37.197704,-11.574741,-87.51463,1.2215266,25.970076,3.682953,-4.2358675,-78.69198,-14.074827,-78.713165
ICHEC-EC-EARTH_rcp85_r12i1p1_MOHC-HadREM3-GA7-05_EA_3,NA,rcp85,MOHC,EA,3,121.963646,2.7146003,267.08505,24.852785,82.24277,119.07653,3.4366677,269.13345,23.250307,77.010605,47.901657,3.2697923,271.61362,16.900726,56.048954,EC-EARTH_r12,-2.8871155,-2.3671935,0.72206736,26.599398,2.0484009,-1.602478,-6.447881,-5.2321625,-6.361851,-74.06199,-60.724644,0.555192,20.452072,4.5285645,-7.952059,-31.99665,-26.193813,-31.849382
MOHC-HadGEM2-ES_rcp85_r1i1p1_IPSL-WRF381P_AL_4,NA,rcp85,IPSL,AL,4,618.6884,6.506541,265.49036,30.011486,99.22138,597.16693,7.1660624,266.85507,29.318035,96.93319,377.978,6.811001,269.57153,26.611286,87.986305,HadGEM2-ES_r1,-21.521484,-3.478566,0.6595216,10.136286,1.3647156,-0.6934509,-2.3106184,-2.2881927,-2.3061488,-240.71042,-38.906567,0.30446005,4.679292,4.0811768,-3.4002,-11.329662,-11.235077,-11.323241
ICHEC-EC-EARTH_rcp26_r12i1p1_GERICS-REMO2015_IP_5,NA,rcp26,GERICS,IP,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,EC-EARTH_r12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MPI-M-MPI-ESM-LR_rcp85_r1i1p1_MPI-CSC-REMO2009_EU_0,NA,rcp85,MPI-CSC,EU,0,12.346005,2.4396873,276.1164,5.4021816,17.93513,7.548712,2.4359064,277.33713,3.9945092,13.276084,4.366764,2.7509484,279.714,2.267445,7.535925,MPI-ESM-LR_r1,-4.7972937,-38.85705,-0.0037808418,-0.1549724,1.2207336,-1.4076724,-26.05748,-4.659045,-25.977203,-7.9792414,-64.63014,0.31126118,12.758241,3.5975952,-3.1347365,-58.027237,-10.399204,-57.98232
MPI-M-MPI-ESM-LR_rcp85_r3i1p1_GERICS-REMO2015_IP_1,NA,rcp85,GERICS,IP,1,0.14548117,3.0473154,280.37186,0.099907614,0.33040717,0.06659938,2.9601884,281.46707,0.045772787,0.1534324,0.0070441156,2.766325,283.73563,0.00486935,0.016088814,MPI-ESM-LR_r3,-0.07888179,-54.22131,-0.08712697,-2.8591387,1.0952148,-0.054134827,-54.184887,-0.17697477,-53.56263,-0.13843705,-95.15806,-0.28099036,-9.220916,3.3637695,-0.095038265,-95.126144,-0.31431836,-95.13061
MPI-M-MPI-ESM-LR_rcp85_r1i1p1_IPSL-WRF381P_EU_0,NA,rcp85,IPSL,EU,0,18.085722,2.0451305,276.0902,7.536839,24.993473,12.535853,2.0863175,277.2236,6.1357713,20.356092,7.5873423,2.304766,279.62512,3.7939332,12.580645,MPI-ESM-LR_r1,-5.5498686,-30.686464,0.041187048,2.0139081,1.1333923,-1.4010677,-18.589594,-4.6373806,-18.554367,-10.49838,-58.04789,0.25963545,12.6953,3.534912,-3.7429059,-49.66148,-12.412828,-49.66428
MPI-M-MPI-ESM-LR_rcp26_r1i1p1_KNMI-RACMO22E_EU_0,NA,rcp26,KNMI,EU,0,24.53981,2.297613,274.7235,8.981786,29.553476,17.928879,2.395349,276.17923,7.0076647,22.983185,17.18283,2.4025033,276.10724,6.807321,22.351154,MPI-ESM-LR_r1,-6.6109314,-26.93962,0.09773612,4.2538114,1.455719,-1.9741211,-21.97916,-6.5702915,-22.231874,-7.3569794,-29.979773,0.10489035,4.565188,1.383728,-2.1744647,-24.209715,-7.202322,-24.370472
ICHEC-EC-EARTH_rcp85_r12i1p1_KNMI-RACMO22E_IP_2,NA,rcp85,KNMI,IP,2,30.521496,2.7981858,274.7126,7.6675487,25.4425,16.484896,2.7020555,276.2563,4.476318,14.849976,5.967317,2.618315,278.4792,2.1550891,7.2171345,EC-EARTH_r12,-14.0366,-45.989227,-0.09613037,-3.4354534,1.5437012,-3.1912308,-41.61996,-10.592524,-41.633186,-24.554178,-80.4488,-0.17987084,-6.4281235,3.7666016,-5.5124598,-71.89338,-18.225365,-71.633545
MPI-M-MPI-ESM-LR_rcp26_r2i1p1_MPI-CSC-REMO2009_SC_4,NA,rcp26,MPI-CSC,SC,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,MPI-ESM-LR_r2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MPI-M-MPI-ESM-LR_rcp45_r1i1p1_MPI-CSC-REMO2009_EU_5,NA,rcp45,MPI-CSC,EU,5,336.81216,4.3371253,262.7635,26.873613,88.96961,345.12985,4.7488813,263.7145,26.99174,89.370285,289.85608,4.3698874,264.4576,25.347164,83.90827,MPI-ESM-LR_r1,8.317688,2.4695332,0.41175604,9.493755,0.9510193,0.118125916,0.43956098,0.4006729,0.45034805,-46.956085,-13.941327,0.03276205,0.7553863,1.6941223,-1.5264492,-5.6801043,-5.0613403,-5.688842
MPI-M-MPI-ESM-LR_rcp45_r1i1p1_SMHI-RCA4_EA_4,NA,rcp45,SMHI,EA,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,MPI-ESM-LR_r1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_DMI-HIRHAM5_AL_5,NA,rcp85,DMI,AL,5,798.3838,7.7766805,262.7462,30.161112,99.833275,805.13416,8.258503,263.71747,30.025833,99.400955,626.29553,8.432869,266.31113,29.1675,96.54812,CNRM-CM5_r1,6.750366,0.8455039,0.4818225,6.195735,0.97128296,-0.1352787,-0.44852027,-0.43231964,-0.43304163,-172.08826,-21.554579,0.6561885,8.4379,3.5649414,-0.9936123,-3.294349,-3.2851562,-3.2906425
ICHEC-EC-EARTH_rcp85_r1i1p1_DMI-HIRHAM5_IP_3,NA,rcp85,DMI,IP,3,161.55388,7.432908,272.47098,13.663692,45.31557,98.23133,7.519222,273.66245,10.399944,34.524265,32.157013,6.827396,276.1455,5.3690796,17.834017,EC-EARTH_r1,-63.322548,-39.19593,0.086313725,1.1612376,1.1914673,-3.2637482,-23.886282,-10.791306,-23.813683,-129.39687,-80.09518,-0.60551214,-8.14637,3.67453,-8.294613,-60.7055,-27.481554,-60.64484
MOHC-HadGEM2-ES_rcp85_r1i1p1_CNRM-ALADIN63_AL_0,NA,rcp85,CNRM,AL,0,1.2690703,2.750828,278.43066,0.8154818,2.7051396,0.26765928,3.1340735,280.02585,0.20840308,0.6878392,0.052349128,3.1021533,282.36295,0.036515605,0.124952525,HadGEM2-ES_r1,-1.001411,-78.90903,0.38324547,13.932004,1.5951843,-0.6070787,-74.444176,-2.0173004,-74.572876,-1.2167212,-95.87501,0.35132527,12.771619,3.9322815,-0.7789662,-95.52221,-2.580187,-95.38092
MPI-M-MPI-ESM-LR_rcp85_r3i1p1_SMHI-RCA4_EU_mean,NA,rcp85,SMHI,EU,mean,23.63458,2.943497,274.9512,7.1529813,23.485743,14.642389,3.087793,276.98785,4.589642,14.997016,7.691629,3.3418403,279.19934,2.9407296,9.575563,MPI-ESM-LR_r3,-8.992191,-38.046757,0.14429617,4.902202,2.0366516,-2.5633392,-35.835957,-8.488727,-36.14417,-15.942951,-67.45604,0.39834332,13.532996,4.2481384,-4.2122517,-58.888054,-13.910179,-59.228188
NCC-NorESM1-M_rcp85_r1i1p1_IPSL-WRF381P_IP_4,NA,rcp85,IPSL,IP,4,118.78368,3.873892,271.52985,22.30788,73.848145,53.08252,3.8224983,272.92276,16.060562,53.22774,18.705385,3.6492348,274.96448,8.731871,29.00283,NorESM1-M_r1,-65.701164,-55.311604,-0.051393747,-1.3266696,1.3929138,-6.2473183,-28.004984,-20.620403,-27.922709,-100.0783,-84.25256,-0.2246573,-5.7992654,3.4346313,-13.57601,-60.85746,-44.845314,-60.72639
CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_DMI-HIRHAM5_SC_1,NA,rcp85,DMI,SC,1,260.9644,3.2805316,263.63098,28.526655,94.35472,232.98491,3.3974497,265.43802,27.356472,90.47657,163.60997,3.8947484,268.3501,23.341227,77.11504,CNRM-CM5_r1,-27.979477,-10.721569,0.11691809,3.5639982,1.8070374,-1.1701832,-4.1020694,-3.878151,-4.1101823,-97.354416,-37.305634,0.6142168,18.723087,4.719116,-5.1854286,-18.177485,-17.239677,-18.271133
NCC-NorESM1-M_rcp85_r1i1p1_MOHC-HadREM3-GA7-05_EU_3,NA,rcp85,MOHC,EU,3,193.63966,3.8733222,270.37067,20.62051,68.362465,140.49536,4.036598,272.17276,17.211885,57.09604,81.42022,3.8812017,274.41425,12.13871,40.301487,NorESM1-M_r1,-53.144302,-27.444946,0.16327596,4.215398,1.8020935,-3.4086246,-16.530264,-11.266426,-16.480427,-112.219444,-57.952717,0.007879496,0.20342991,4.043579,-8.4818,-41.13283,-28.060978,-41.047348
CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_KNMI-RACMO22E_SC_mean,NA,rcp26,KNMI,SC,mean,112.32088,1.6007557,264.9168,26.16828,86.45351,97.19753,1.7036798,266.583,24.355938,80.41871,90.711334,1.6435293,266.8245,24.089672,79.55621,CNRM-CM5_r1,-15.123344,-13.464411,0.10292411,6.42972,1.6661987,-1.8123417,-6.9257193,-6.0347977,-6.9803963,-21.609543,-19.239115,0.042773604,2.6720881,1.9076843,-2.0786076,-7.943233,-6.897293,-7.9780374
ICHEC-EC-EARTH_rcp85_r12i1p1_CLMcom-CCLM4-8-17_IP_4,NA,rcp85,CLMcom,IP,4,236.45543,4.993279,269.14996,27.0101,89.370316,158.8458,5.087934,270.5943,22.633892,74.958374,44.227974,4.6479893,272.95663,14.977,49.665745,EC-EARTH_r12,-77.609634,-32.822098,0.09465504,1.8956488,1.4443359,-4.3762074,-16.202114,-14.411942,-16.126093,-192.22745,-81.295425,-0.3452897,-6.915089,3.8066711,-12.033099,-44.55037,-39.70457,-44.42702
ICHEC-EC-EARTH_rcp85_r12i1p1_KNMI-RACMO22E_SC_5,NA,rcp85,KNMI,SC,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,EC-EARTH_r12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_CLMcom-ETH-COSMO-crCLIM-v1-1_SC_mean,NA,rcp85,CLMcom,SC,mean,108.80947,1.9607179,267.07233,22.955225,75.73213,86.9183,1.964132,268.8384,20.62527,67.987236,59.385933,2.1819985,271.7169,15.31062,50.341583,CNRM-CM5_r1,-21.891174,-20.118813,0.0034140348,0.17412168,1.7660828,-2.3299541,-10.149995,-7.744896,-10.226698,-49.42354,-45.422092,0.22128057,11.285691,4.644562,-7.6446047,-33.302242,-25.390549,-33.526787
MPI-M-MPI-ESM-LR_rcp45_r1i1p1_SMHI-RCA4_AL_4,NA,rcp45,SMHI,AL,4,285.79852,4.8752394,264.54013,28.562572,94.52718,270.26266,5.385937,265.80362,28.181286,93.28788,218.57292,5.2177286,266.68738,26.740156,88.52396,MPI-ESM-LR_r1,-15.535858,-5.435948,0.51069784,10.475339,1.2634888,-0.38128662,-1.334917,-1.2393036,-1.3110552,-67.2256,-23.522026,0.34248924,7.0250754,2.1472473,-1.8224163,-6.380435,-6.003227,-6.350795
MOHC-HadGEM2-ES_rcp85_r1i1p1_IPSL-WRF381P_AL_mean,NA,rcp85,IPSL,AL,mean,120.66525,3.8081076,274.16434,13.410368,44.300682,104.53748,4.368881,275.5094,11.56503,38.20844,55.63558,4.450402,278.20535,7.7391644,25.61003,HadGEM2-ES_r1,-16.12777,-13.365711,0.5607736,14.725781,1.3450623,-1.8453379,-13.76053,-6.092243,-13.752029,-65.02968,-53.89263,0.64229417,16.866491,4.0410156,-5.6712036,-42.289696,-18.690653,-42.19044
MOHC-HadGEM2-ES_rcp45_r1i1p1_KNMI-RACMO22E_AL_3,NA,rcp45,KNMI,AL,3,297.89597,3.7686226,266.17627,28.401417,94.673004,268.8337,4.0808506,267.70477,27.30805,91.03063,204.6689,4.126341,269.0897,24.356207,81.19458,HadGEM2-ES_r1,-29.062256,-9.75584,0.31222796,8.284936,1.5285034,-1.0933666,-3.8496904,-3.6423721,-3.8473186,-93.227066,-31.295177,0.35771823,9.492015,2.9134216,-4.04521,-14.242987,-13.478424,-14.236819
MPI-M-MPI-ESM-LR_rcp85_r1i1p1_DMI-HIRHAM5_EA_2,NA,rcp85,DMI,EA,2,56.115494,4.6419444,272.05542,12.228795,40.57648,37.02205,4.4012723,273.0374,10.002172,33.165382,9.950661,4.8812056,276.19714,4.779098,15.831238,MPI-ESM-LR_r1,-19.093445,-34.025265,-0.24067211,-5.184726,0.9819946,-2.2266226,-18.208029,-7.4110985,-18.264519,-46.164833,-82.26753,0.23926115,5.1543303,4.1417236,-7.449697,-60.919308,-24.745243,-60.984203
ICHEC-EC-EARTH_rcp85_r1i1p1_CLMcom-ETH-COSMO-crCLIM-v1-1_SC_3,NA,rcp85,CLMcom,SC,3,554.3482,4.5247536,263.06308,30.172222,99.87039,512.2113,4.6504803,264.58493,29.967361,99.20601,381.16486,4.276976,266.66196,29.779861,98.581154,EC-EARTH_r1,-42.1369,-7.601162,0.1257267,2.778642,1.5218506,-0.20486069,-0.6789712,-0.66438293,-0.6652452,-173.18335,-31.240898,-0.24777746,-5.476043,3.598877,-0.3923607,-1.3004037,-1.289238,-1.2909111
MOHC-HadGEM2-ES_rcp85_r1i1p1_ICTP-RegCM4-6_EU_3,NA,rcp85,ICTP,EU,3,94.17619,2.455302,270.039,20.363865,68.05996,63.02048,2.6909578,271.99042,15.665616,52.390945,19.65117,2.6802208,274.8572,7.330532,24.498037,HadGEM2-ES_r1,-31.155712,-33.082367,0.23565578,9.597833,1.951416,-4.698249,-23.071499,-15.669014,-23.022367,-74.525024,-79.13361,0.22491884,9.160537,4.818207,-13.033333,-64.00225,-43.56192,-64.00521
NCC-NorESM1-M_rcp26_r1i1p1_ICTP-RegCM4-6_IP_0,NA,rcp26,ICTP,IP,0,0.012029838,2.821105,283.08472,0.0096729705,0.03239779,0.0025057257,2.9212632,284.04315,0.0017631995,0.0059644566,0.002313136,3.0704355,284.256,0.0013724718,0.004552142,NorESM1-M_r1,-0.009524113,-79.170746,0.100158215,3.5503185,0.95843506,-0.007909771,-81.7719,-0.026433336,-81.589935,-0.009716702,-80.771675,0.24933052,8.838045,1.1712952,-0.008300499,-85.81127,-0.027845649,-85.94922
MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_SC_2,NA,rcp85,ICTP,SC,2,244.84363,2.1183803,264.00632,29.977482,99.21302,230.10497,2.336416,266.1875,29.203327,96.62913,198.80841,2.5579226,267.92468,27.579174,91.20906,MPI-ESM-LR_r1,-14.738663,-6.0196223,0.2180357,10.292566,2.1811829,-0.77415466,-2.582454,-2.5838928,-2.604389,-46.035217,-18.801884,0.4395423,20.74898,3.9183655,-2.3983078,-8.000364,-8.00396,-8.06745
MOHC-HadGEM2-ES_rcp26_r1i1p1_MOHC-HadREM3-GA7-05_AL_0,NA,rcp26,MOHC,AL,0,2.4586163,3.2399411,278.11636,1.5866292,5.2887764,1.6048449,3.4329934,279.76624,0.98180777,3.2726982,0.4752315,3.725756,280.15988,0.3736653,1.2455559,HadGEM2-ES_r1,-0.8537713,-34.725685,0.19305229,5.9585123,1.6498718,-0.6048214,-38.119896,-2.0160782,-38.119938,-1.9833847,-80.67077,0.4858148,14.994557,2.043518,-1.2129638,-76.449104,-4.0432205,-76.44907
ICHEC-EC-EARTH_rcp85_r12i1p1_GERICS-REMO2015_EU_1,NA,rcp85,GERICS,EU,1,28.607563,2.2721267,275.50754,5.772131,19.10804,18.353249,2.3667402,277.0109,4.6226788,15.31224,6.5156302,2.2800186,279.31693,2.5786402,8.566822,EC-EARTH_r12,-10.254314,-35.844765,0.09461355,4.164097,1.5033569,-1.1494522,-19.913828,-3.7958002,-19.864937,-22.091932,-77.22409,0.007891893,0.3473351,3.8093872,-3.1934907,-55.326023,-10.541218,-55.166405
ICHEC-EC-EARTH_rcp26_r12i1p1_SMHI-RCA4_EA_2,NA,rcp26,SMHI,EA,2,54.09248,3.364768,268.615,18.866888,62.473576,49.76611,3.5881407,269.5399,17.654173,58.523293,44.030396,3.6616495,270.15253,16.416887,54.463093,EC-EARTH_r12,-4.3263702,-7.9980993,0.2233727,6.638576,0.92489624,-1.2127151,-6.4277434,-3.950283,-6.3231263,-10.062084,-18.601633,0.29688144,8.823236,1.5375366,-2.4500008,-12.985718,-8.010483,-12.822193
ICHEC-EC-EARTH_rcp85_r12i1p1_ICTP-RegCM4-6_SC_mean,NA,rcp85,ICTP,SC,mean,84.9961,1.3619568,267.63287,23.081871,75.70214,63.734806,1.5264646,270.10364,19.1965,62.670666,36.118942,1.6572167,273.22955,12.044626,39.044785,EC-EARTH_r12,-21.261295,-25.014437,0.16450775,12.078778,2.4707642,-3.8853703,-16.832994,-13.031475,-17.214142,-48.87716,-57.505177,0.29525983,21.679089,5.5966797,-11.037245,-47.81781,-36.657356,-48.42314
NOAA-GFDL-GFDL-ESM2G_rcp26_r1i1p1_GERICS-REMO2015_SC_1,NA,rcp26,GERICS,SC,1,173.98003,2.634128,263.0024,27.13364,89.79956,152.60422,2.5245397,263.7899,26.290625,87.024734,168.45845,2.6593397,263.18964,27.118168,89.773415,GFDL-ESM2G_r1,-21.375809,-12.286358,-0.109588385,-4.1603284,0.7874756,-0.8430157,-3.1069021,-2.774826,-3.0900218,-5.521576,-3.173684,0.025211573,0.9571126,0.18722534,-0.015472412,-0.057022985,-0.026145935,-0.029115884
CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_IPSL-WRF381P_EA_1,NA,rcp85,IPSL,EA,1,39.262344,2.7018213,272.16708,16.125483,53.393322,28.289505,2.8998759,273.5777,13.842414,45.78039,10.152511,2.8851755,276.37366,7.448578,24.685074,CNRM-CM5_r1,-10.972839,-27.947489,0.19805455,7.3304086,1.410614,-2.2830687,-14.158142,-7.6129303,-14.258207,-29.109833,-74.14186,0.18335414,6.7863164,4.2065735,-8.676905,-53.80865,-28.708248,-53.767487
CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_CLMcom-ETH-COSMO-crCLIM-v1-1_IP_mean,NA,rcp85,CLMcom,IP,mean,2.6671526,2.6600838,279.97037,0.80330354,2.6607811,1.7570419,2.7261922,280.75317,0.5644535,1.8749988,0.4663936,2.5314453,282.83276,0.22526547,0.7498312,CNRM-CM5_r1,-0.9101107,-34.122932,0.066108465,2.4852023,0.7828064,-0.23885006,-29.733475,-0.78578234,-29.532017,-2.200759,-82.51343,-0.1286385,-4.8358817,2.8623962,-0.5780381,-71.95762,-1.91095,-71.81914
ICHEC-EC-EARTH_rcp26_r12i1p1_CLMcom-CCLM4-8-17_SC_1,NA,rcp26,CLMcom,SC,1,288.43744,3.304311,264.93143,29.477983,97.56476,233.48016,3.4173036,266.45947,28.473396,94.24922,239.37328,3.4613109,266.5262,28.615824,94.72548,EC-EARTH_r12,-54.957275,-19.053448,0.112992525,3.4195487,1.5280457,-1.0045872,-3.4079237,-3.3155365,-3.3982933,-49.064163,-17.010332,0.15699983,4.7513633,1.5947876,-0.8621597,-2.9247582,-2.8392792,-2.9101484
IPSL-IPSL-CM5A-MR_rcp85_r1i1p1_KNMI-RACMO22E_SC_2,NA,rcp85,KNMI,SC,2,291.105,2.1226034,260.7565,30.148602,99.93942,286.8367,2.3484132,262.4777,30.091124,99.747246,271.70523,2.7787526,265.49887,29.682354,98.384186,IPSL-CM5A-MR_r1,-4.2683105,-1.4662442,0.22580981,10.638343,1.7211914,-0.05747795,-0.19064881,-0.19217682,-0.1922933,-19.39978,-6.6641865,0.65614915,30.91247,4.7423706,-0.46624756,-1.5464982,-1.5552368,-1.5561795
ICHEC-EC-EARTH_rcp26_r12i1p1_SMHI-RCA4_EA_1,NA,rcp26,SMHI,EA,1,17.690557,2.3122573,271.43298,11.353508,37.643642,16.654932,2.5306582,272.27505,10.414388,34.60785,13.386809,2.5832708,272.87985,9.121766,30.325552,EC-EARTH_r12,-1.0356255,-5.8541145,0.21840096,9.445357,0.84207153,-0.9391203,-8.271631,-3.0357933,-8.064558,-4.303748,-24.32794,0.2710135,11.720733,1.4468689,-2.231742,-19.656849,-7.3180904,-19.440441
CCCma-CanESM2_rcp85_r1i1p1_GERICS-REMO2015_IP_1,NA,rcp85,GERICS,IP,1,0.040840764,2.2832875,281.1164,0.030172698,0.10015096,0.011474222,2.2258017,282.744,0.008273933,0.02767052,0.00401544,1.9589617,284.981,0.0028354144,0.009682497,CanESM2_r1,-0.029366542,-71.904976,-0.05748582,-2.5176775,1.627594,-0.021898765,-72.57808,-0.07248044,-72.37119,-0.03682532,-90.16805,-0.3243258,-14.204334,3.8645935,-0.027337283,-90.602715,-0.09046846,-90.33209
MOHC-HadGEM2-ES_rcp85_r1i1p1_ICTP-RegCM4-6_SC_mean,NA,rcp85,ICTP,SC,mean,74.61649,1.5840703,268.6921,20.921595,68.91756,55.05896,1.7058998,270.93655,17.040525,55.898304,26.726591,2.0813723,274.5925,9.34643,30.404278,HadGEM2-ES_r1,-19.557533,-26.210737,0.12182951,7.6909156,2.2444458,-3.8810692,-18.550543,-13.019253,-18.891054,-47.8899,-64.18139,0.49730194,31.39393,5.9003906,-11.575165,-55.326397,-38.51328,-55.883118
MIROC-MIROC5_rcp26_r1i1p1_CLMcom-CCLM4-8-17_AL_mean,NA,rcp26,CLMcom,AL,mean,67.142334,3.9392157,273.466,11.1649,37.033497,51.235096,3.8954983,274.53427,9.46238,31.371698,46.914093,3.8606417,274.72415,9.018792,29.940811,MIROC5_r1,-15.907238,-23.691814,-0.043717384,-1.1097993,1.0682678,-1.7025194,-15.248855,-5.6617985,-15.288318,-20.228241,-30.127401,-0.07857394,-1.9946595,1.2581482,-2.1461077,-19.221916,-7.0926857,-19.152082
ICHEC-EC-EARTH_rcp45_r12i1p1_SMHI-RCA4_EU_5,NA,rcp45,SMHI,EU,5,294.0266,3.596848,260.45297,30.083334,99.57439,247.46918,3.5999036,262.34644,29.008333,96.03893,214.321,3.5592923,263.31628,29.130554,96.42475,EC-EARTH_r12,-46.557434,-15.834428,0.0030555725,0.08495139,1.8934631,-1.0750008,-3.5734096,-3.5354538,-3.5505655,-79.70561,-27.108297,-0.037555695,-1.044128,2.8633118,-0.95277977,-3.167135,-3.1496353,-3.1630979
MOHC-HadGEM2-ES_rcp45_r1i1p1_CLMcom-CCLM4-8-17_EA_5,NA,rcp45,CLMcom,EA,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,HadGEM2-ES_r1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_GERICS-REMO2015_EA_2,NA,rcp26,GERICS,EA,2,13.708329,1.676519,270.9988,7.5967855,25.221882,9.347295,1.7335637,272.32816,6.1766,20.445417,7.7709374,1.7244445,272.62085,5.2384224,17.366455,CNRM-CM5_r1,-4.3610344,-31.813028,0.057044625,3.4025636,1.3293457,-1.4201856,-18.69456,-4.7764645,-18.93778,-5.9373918,-43.312294,0.047925472,2.8586297,1.6220398,-2.3583632,-31.044226,-7.855427,-31.145283
CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_IPSL-WRF381P_EU_0,NA,rcp85,IPSL,EU,0,28.050583,1.9934969,273.60767,11.16427,36.965996,21.217491,2.0553305,275.11377,9.127871,30.198664,11.599867,2.1440217,277.88034,5.5723305,18.460407,CNRM-CM5_r1,-6.8330917,-24.359894,0.06183362,3.1017666,1.5061035,-2.0363998,-18.240332,-6.767332,-18.306911,-16.450716,-58.64661,0.15052485,7.5507946,4.2726746,-5.59194,-50.087822,-18.505589,-50.06111
