file,season,exp,RCM,region,height,snw_1972-2001,pr_1972-2001,tas_1972-2001,snowday_1972-2001,sca_1972-2001,snw_2022-2051,pr_2022-2051,tas_2022-2051,snowday_2022-2051,sca_2022-2051,snw_2070-2099,pr_2070-2099,tas_2070-2099,snowday_2070-2099,sca_2070-2099,GCM,diff_snw_2022-2051,pro_diff_snw_2022-2051,diff_pr_2022-2051,pro_diff_pr_2022-2051,diff_tas_2022-2051,diff_snowday_2022-2051,pro_diff_snowday_2022-2051,diff_sca_2022-2051,pro_diff_sca_2022-2051,diff_snw_2070-2099,pro_diff_snw_2070-2099,diff_pr_2070-2099,pro_diff_pr_2070-2099,diff_tas_2070-2099,diff_snowday_2070-2099,pro_diff_snowday_2070-2099,diff_sca_2070-2099,pro_diff_sca_2070-2099
ICHEC-EC-EARTH_rcp85_r3i1p1_DMI-HIRHAM5_IP_5,NA,rcp85,DMI,IP,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,EC-EARTH_r3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MPI-M-MPI-ESM-LR_rcp85_r1i1p1_CNRM-ALADIN63_IP_mean,NA,rcp85,CNRM,IP,mean,7.4224257,4.2868705,280.72052,0.8920984,2.9619815,4.6203985,4.0616317,281.6586,0.6141345,2.040989,2.034417,4.1062913,283.49207,0.31851232,1.058962,MPI-ESM-LR_r1,-2.8020272,-37.750828,-0.2252388,-5.2541547,0.93807983,-0.27796394,-31.15844,-0.9209926,-31.0938,-5.388009,-72.59094,-0.18057919,-4.212378,2.7715454,-0.5735861,-64.29628,-1.9030195,-64.24819
ICHEC-EC-EARTH_rcp85_r12i1p1_CLMcom-ETH-COSMO-crCLIM-v1.1_SC_4,NA,rcp85,CLMcom-ETH,SC,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,EC-EARTH_r12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ICHEC-EC-EARTH_rcp85_r12i1p1_KNMI-RACMO22E_IP_1,NA,rcp85,KNMI,IP,1,2.3415542,2.4895556,277.80267,1.2416399,4.125358,1.1347435,2.3956933,279.15964,0.5877146,1.9475509,0.42535162,2.3066137,281.233,0.21872318,0.7382711,EC-EARTH_r12,-1.2068107,-51.538876,-0.093862295,-3.770243,1.3569641,-0.65392524,-52.66626,-2.1778073,-52.790745,-1.9162025,-81.83465,-0.18294191,-7.3483763,3.4303284,-1.0229167,-82.38433,-3.3870869,-82.104065
MPI-M-MPI-ESM-LR_rcp85_r1i1p1_MPI-CSC-REMO2009_AL_4,NA,rcp85,MPI-CSC,AL,4,186.15413,3.6772478,266.33752,21.203804,70.203415,139.80951,3.6423059,267.6706,18.680853,61.895638,81.113655,4.038473,270.56665,14.331729,47.58,MPI-ESM-LR_r1,-46.34462,-24.895832,-0.03494191,-0.95021915,1.3330688,-2.5229511,-11.898578,-8.307777,-11.833864,-105.040474,-56.426617,0.36122537,9.823254,4.229126,-6.872075,-32.409634,-22.623413,-32.225517
NCC-NorESM1-M_rcp85_r1i1p1_DMI-HIRHAM5_AL_1,NA,rcp85,DMI,AL,1,3.4043357,5.1134167,277.02243,2.1500466,7.1230397,1.9326513,5.290219,278.37015,1.2587582,4.1925282,0.958853,5.22656,280.15613,0.7038282,2.3257341,NorESM1-M_r1,-1.4716845,-43.22971,0.17680216,3.457613,1.3477173,-0.8912884,-41.454376,-2.9305115,-41.141304,-2.4454827,-71.83436,0.113143444,2.212678,3.1336975,-1.4462184,-67.26452,-4.7973056,-67.34914
ICHEC-EC-EARTH_rcp45_r12i1p1_KNMI-RACMO22E_EU_5,NA,rcp45,KNMI,EU,5,285.73267,2.2573907,260.9364,30.211111,100.0,256.95905,2.45623,262.0681,30.122223,99.72222,255.27788,2.4116492,263.04965,29.88889,98.94683,EC-EARTH_r12,-28.77362,-10.07012,0.19883919,8.808364,1.1317139,-0.08888817,-0.29422343,-0.27777863,-0.27777863,-30.454788,-10.65849,0.15425849,6.8334866,2.1132507,-0.32222176,-1.0665671,-1.0531693,-1.0531693
NCC-NorESM1-M_rcp26_r1i1p1_GERICS-REMO2015_SC_1,NA,rcp26,GERICS,SC,1,122.61157,2.9930654,266.47513,23.688812,78.3893,90.01281,3.0725029,267.98712,21.132618,69.973465,81.44193,3.0624266,268.00635,20.567207,68.10685,NorESM1-M_r1,-32.598763,-26.587019,0.079437494,2.6540515,1.5119934,-2.5561943,-10.790724,-8.4158325,-10.735946,-41.16964,-33.577286,0.06936121,2.317397,1.5312195,-3.121605,-13.177549,-10.282448,-13.117157
NCC-NorESM1-M_rcp85_r1i1p1_ICTP-RegCM4-6_IP_4,NA,rcp85,ICTP,IP,4,147.38507,2.9469573,269.74817,26.4,87.47774,84.80282,3.0614355,271.392,21.396297,70.9875,28.006382,2.9555767,273.44354,11.188889,37.28816,NorESM1-M_r1,-62.582253,-42.46173,0.11447811,3.8846207,1.6438293,-5.003702,-18.953417,-16.490234,-18.850779,-119.37869,-80.99782,0.0086193085,0.2924816,3.6953735,-15.211111,-57.617844,-50.18958,-57.37412
MPI-M-MPI-ESM-LR_rcp45_r1i1p1_MPI-CSC-REMO2009_AL_mean,NA,rcp45,MPI-CSC,AL,mean,39.149914,3.6765158,275.45187,5.9213815,19.620846,34.111263,4.1017885,276.27774,5.156294,17.086388,28.339863,3.8964949,276.92148,4.5205154,14.973332,MPI-ESM-LR_r1,-5.0386505,-12.870145,0.4252727,11.567275,0.8258667,-0.7650876,-12.920762,-2.5344582,-12.917171,-10.810051,-27.611942,0.21997905,5.983357,1.4696045,-1.400866,-23.657759,-4.6475134,-23.686611
CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_CNRM-ALADIN63_EU_1,NA,rcp26,CNRM,EU,1,65.12174,3.9430454,273.57507,9.830729,32.599937,58.1047,4.197605,274.88162,8.021503,26.606256,54.04335,4.239805,274.86255,8.048555,26.701647,CNRM-CM5_r1,-7.017044,-10.77527,0.25455976,6.4559174,1.3065491,-1.8092251,-18.403774,-5.993681,-18.38556,-11.078392,-17.011818,0.29675984,7.5261583,1.2874756,-1.7821732,-18.128597,-5.8982906,-18.09295
MPI-M-MPI-ESM-LR_rcp26_r1i1p1_SMHI-RCA4_AL_2,NA,rcp26,SMHI,AL,2,56.742954,5.6425557,270.94318,15.706885,52.10561,41.919235,6.4501987,272.68097,12.26626,40.714912,40.139988,6.0143385,272.17545,12.638123,41.931267,MPI-ESM-LR_r1,-14.823719,-26.124334,0.80764294,14.313425,1.737793,-3.4406252,-21.905205,-11.3906975,-21.860788,-16.602966,-29.25996,0.37178278,6.5889072,1.2322693,-3.0687628,-19.537691,-10.174343,-19.526388
MOHC-HadGEM2-ES_rcp85_r1i1p1_CLMcom-ETH-COSMO-crCLIM-v1-1_AL_5,NA,rcp85,CLMcom,AL,5,477.99893,5.238185,264.71927,29.541414,98.47172,430.96927,5.529786,266.2968,28.73889,95.79674,278.50156,5.3089743,269.05273,25.996082,86.655266,HadGEM2-ES_r1,-47.029663,-9.838863,0.29160118,5.5668364,1.5775452,-0.80252457,-2.7166085,-2.6749802,-2.716496,-199.49738,-41.735947,0.07078934,1.3514097,4.3334656,-3.545332,-12.001226,-11.816452,-11.999845
ICHEC-EC-EARTH_rcp45_r12i1p1_GERICS-REMO2015_AL_2,NA,rcp45,GERICS,AL,2,28.647383,3.3745937,272.77,7.9631157,26.387354,19.972927,3.6088867,273.91055,6.2478213,20.690405,13.692776,3.7004995,274.81067,4.616919,15.29811,EC-EARTH_r12,-8.674456,-30.280098,0.23429298,6.94285,1.140564,-1.7152944,-21.540493,-5.696949,-21.589693,-14.954607,-52.20235,0.3259058,9.657631,2.04068,-3.3461967,-42.0212,-11.089244,-42.024845
NCC-NorESM1-M_rcp85_r1i1p1_DMI-HIRHAM5_EA_5,NA,rcp85,DMI,EA,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NorESM1-M_r1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MPI-M-MPI-ESM-LR_rcp85_r1i1p1_CNRM-ALADIN63_SC_mean,NA,rcp85,CNRM,SC,mean,96.273994,2.511707,269.82858,18.858198,62.483746,71.54198,2.6330662,271.58017,15.137403,50.23868,50.590668,3.0959983,273.80383,11.3962145,37.810455,MPI-ESM-LR_r1,-24.732018,-25.689198,0.12135911,4.831738,1.7515869,-3.7207956,-19.730387,-12.245064,-19.597198,-45.683327,-47.451366,0.5842912,23.262714,3.9752502,-7.4619837,-39.568913,-24.67329,-39.487534
NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_SC_3,NA,rcp85,GERICS,SC,3,334.74747,3.4292254,263.21274,29.389296,97.26838,277.64172,3.3928094,264.5503,28.435865,94.12391,213.73741,3.665776,266.661,25.760723,85.29244,NorESM1-M_r1,-57.105743,-17.059351,-0.036416054,-1.0619323,1.3375549,-0.9534302,-3.2441409,-3.1444702,-3.2327774,-121.010056,-36.149654,0.23655057,6.8980756,3.4482727,-3.6285725,-12.346579,-11.975937,-12.312262
ICHEC-EC-EARTH_rcp85_r12i1p1_CLMcom-CCLM4-8-17_SC_5,NA,rcp85,CLMcom,SC,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,EC-EARTH_r12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NCC-NorESM1-M_rcp26_r1i1p1_SMHI-RCA4_AL_4,NA,rcp26,SMHI,AL,4,271.01096,4.303466,264.65247,29.028654,96.22376,215.69514,4.510301,266.18823,27.919104,92.55692,195.44934,4.412572,266.21536,27.815691,92.21484,NorESM1-M_r1,-55.31581,-20.410913,0.20683527,4.8062487,1.5357666,-1.1095505,-3.8222594,-3.6668396,-3.8107424,-75.561615,-27.881388,0.109106064,2.535307,1.5628967,-1.2129631,-4.1785026,-4.008919,-4.166246
MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_EU_5,NA,rcp45,CLMcom,EU,5,670.4895,6.8614645,264.86127,29.977457,99.22154,697.9906,7.4943004,265.59842,30.11896,99.71135,620.1828,7.141883,266.28568,29.449732,97.480865,MPI-ESM-LR_r1,27.501099,4.101645,0.63283587,9.223043,0.7371521,0.14150238,0.4720293,0.48980713,0.49365,-50.3067,-7.5029807,0.2804184,4.086859,1.424408,-0.5277252,-1.7604069,-1.7406769,-1.7543336
MPI-M-MPI-ESM-LR_rcp26_r2i1p1_MPI-CSC-REMO2009_EU_1,NA,rcp26,MPI-CSC,EU,1,20.418882,2.633502,276.24496,5.293037,17.540714,16.796928,2.7154343,277.11453,4.685486,15.528573,15.544339,2.799769,277.19727,4.678311,15.492169,MPI-ESM-LR_r2,-3.621954,-17.738258,0.08193231,3.111154,0.8695679,-0.6075511,-11.478309,-2.0121412,-11.471262,-4.874543,-23.872723,0.16626692,6.313529,0.952301,-0.61472607,-11.613863,-2.048545,-11.6788
MOHC-HadGEM2-ES_rcp85_r1i1p1_GERICS-REMO2015_EU_5,NA,rcp85,GERICS,EU,5,210.71556,3.0632708,262.453,25.679644,85.59879,167.51913,3.1095903,264.65555,22.595432,75.31808,82.87773,2.8494074,268.4933,15.822395,52.741302,HadGEM2-ES_r1,-43.196426,-20.499874,0.046319485,1.5120924,2.2025452,-3.0842113,-12.010336,-10.280716,-12.010351,-127.83783,-60.668434,-0.21386337,-6.9815364,6.040283,-9.857248,-38.385456,-32.85749,-38.38546
MIROC-MIROC5_rcp85_r1i1p1_CLMcom-CCLM4-8-17_AL_1,NA,rcp85,CLMcom,AL,1,11.053894,4.126687,274.34875,7.2804704,24.197605,6.4923944,4.0876107,275.9558,4.7449584,15.739613,2.5155292,4.1765513,278.22488,2.0724986,6.8720713,MIROC5_r1,-4.5614996,-41.266,-0.03907633,-0.94691765,1.6070557,-2.535512,-34.82621,-8.457993,-34.953842,-8.538364,-77.24304,0.049864292,1.2083372,3.8761292,-5.2079716,-71.533455,-17.325535,-71.600204
CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_CNRM-ALADIN63_EA_2,NA,rcp85,CNRM,EA,2,139.16782,4.374978,269.1983,23.241444,76.93803,101.34784,4.9598665,270.8078,20.390139,67.53019,37.791378,5.3261805,273.45935,13.316342,44.23889,CNRM-CM5_r1,-37.819977,-27.175806,0.58488846,13.368946,1.6094971,-2.851305,-12.268192,-9.407837,-12.227812,-101.376434,-72.84474,0.9512024,21.741879,4.2610474,-9.925101,-42.704323,-32.699135,-42.500618
MOHC-HadGEM2-ES_rcp45_r1i1p1_KNMI-RACMO22E_AL_0,NA,rcp45,KNMI,AL,0,7.9671345,2.7523541,276.42343,4.7727265,15.911997,3.4665875,2.9545774,278.3111,2.2486997,7.4984765,1.7829305,3.0276494,279.56796,1.2908195,4.303993,HadGEM2-ES_r1,-4.500547,-56.488903,0.2022233,7.347285,1.8876648,-2.5240269,-52.88438,-8.413521,-52.875328,-6.184204,-77.62144,0.27529526,10.002174,3.1445312,-3.481907,-72.95425,-11.608004,-72.95127
NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_IP_3,NA,rcp85,GERICS,IP,3,5.4964895,1.9417399,275.55566,2.5739377,8.493415,2.146879,1.8575134,276.97827,1.3497425,4.4819193,0.73844665,1.4919604,278.97424,0.5384795,1.7879304,NorESM1-M_r1,-3.3496106,-60.940907,-0.08422649,-4.337682,1.4226074,-1.2241951,-47.56118,-4.0114956,-47.230656,-4.758043,-86.565125,-0.4497795,-23.163736,3.418579,-2.035458,-79.079544,-6.7054844,-78.94922
MOHC-HadGEM2-ES_rcp26_r1i1p1_ICTP-RegCM4-6_EU_mean,NA,rcp26,ICTP,EU,mean,23.018988,1.9265672,275.4367,7.425137,23.99236,15.764343,2.009744,276.97604,5.4577537,17.510082,15.293038,2.0940545,277.18448,5.3281875,17.077705,HadGEM2-ES_r1,-7.2546444,-31.515913,0.08317673,4.317354,1.5393372,-1.9673834,-26.496258,-6.482277,-27.018087,-7.7259493,-33.563374,0.16748726,8.693559,1.7477722,-2.0969496,-28.241224,-6.914654,-28.820234
MPI-M-MPI-ESM-LR_rcp85_r1i1p1_MOHC-HadREM3-GA7-05_EA_2,NA,rcp85,MOHC,EA,2,35.88629,2.9396732,271.95142,13.103416,43.467995,26.029428,2.9705424,272.91034,10.595279,35.16133,6.8797655,3.5010216,276.44177,4.3838563,14.524442,MPI-ESM-LR_r1,-9.856863,-27.46693,0.030869246,1.050091,0.95892334,-2.5081377,-19.141098,-8.3066635,-19.109838,-29.006527,-80.82899,0.56134844,19.095606,4.4903564,-8.719561,-66.544174,-28.943554,-66.5859
MOHC-HadGEM2-ES_rcp85_r1i1p1_MOHC-HadREM3-GA7-05_EU_1,NA,rcp85,MOHC,EU,1,54.485992,3.1117682,274.66812,8.548283,28.494268,37.045853,3.3015466,276.82492,6.6226935,22.075636,20.896254,3.2332249,279.58997,4.629998,15.433322,HadGEM2-ES_r1,-17.44014,-32.008484,0.18977833,6.0987296,2.1567993,-1.9255891,-22.526035,-6.4186325,-22.526049,-33.589737,-61.648388,0.12145662,3.9031384,4.9218445,-3.9182844,-45.837093,-13.060946,-45.837097
ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_AL_0,NA,rcp85,SMHI,AL,0,0.6878339,2.5896378,277.9967,0.5149897,1.7225612,0.39145073,2.7293403,278.9913,0.26048324,0.8660298,0.086984925,2.9907773,281.1526,0.048243523,0.16092743,EC-EARTH_r1,-0.29638317,-43.08935,0.13970256,5.3946757,0.9945984,-0.25450644,-49.419716,-0.85653144,-49.724297,-0.600849,-87.35379,0.4011395,15.490177,3.1558838,-0.46674615,-90.63213,-1.5616338,-90.65766
NOAA-GFDL-GFDL-ESM2G_rcp26_r1i1p1_GERICS-REMO2015_AL_5,NA,rcp26,GERICS,AL,5,258.52924,3.3892868,261.5545,26.97506,89.29434,249.18973,3.3870459,262.209,26.96032,89.247765,241.98479,3.4386742,262.30182,26.643002,88.21469,GFDL-ESM2G_r1,-9.339508,-3.6125538,-0.0022408962,-0.06611704,0.6545105,-0.01473999,-0.05464303,-0.046577454,-0.05216171,-16.544449,-6.39945,0.049387455,1.4571637,0.74731445,-0.33205795,-1.2309813,-1.0796509,-1.2090921
MPI-M-MPI-ESM-LR_rcp85_r1i1p1_MOHC-HadREM3-GA7-05_IP_3,NA,rcp85,MOHC,IP,3,87.88398,4.8490953,273.46106,12.796644,42.412395,47.853695,4.815384,274.77142,8.959501,29.738623,14.000264,4.7177386,277.13925,4.7765756,15.88685,MPI-ESM-LR_r1,-40.030285,-45.549015,-0.033711433,-0.69521075,1.3103638,-3.837143,-29.98554,-12.673773,-29.882238,-73.88371,-84.0696,-0.13135672,-2.7088912,3.6781921,-8.020069,-62.67322,-26.525545,-62.54196
ICHEC-EC-EARTH_rcp85_r1i1p1_DMI-HIRHAM5_EA_1,NA,rcp85,DMI,EA,1,13.759397,2.6372516,273.53406,6.3946795,21.24289,8.253934,2.626521,274.60452,4.7576866,15.767606,2.7699533,2.874869,277.18973,2.166042,7.1974726,EC-EARTH_r1,-5.5054626,-40.012386,-0.010730505,-0.4068821,1.0704651,-1.6369929,-25.599297,-5.4752836,-25.774666,-10.989443,-79.868645,0.2376175,9.010042,3.6556702,-4.2286377,-66.12743,-14.045417,-66.1182
MPI-M-MPI-ESM-LR_rcp85_r2i1p1_MPI-CSC-REMO2009_IP_mean,NA,rcp85,MPI-CSC,IP,mean,1.0687785,3.266227,281.0667,0.36332953,1.2068337,0.5474734,3.732332,282.031,0.26882464,0.8915151,0.16532135,3.5965564,283.87552,0.09785697,0.32498586,MPI-ESM-LR_r2,-0.52130514,-48.77579,0.46610498,14.27044,0.96429443,-0.09450489,-26.010792,-0.31531864,-26.127762,-0.90345716,-84.53175,0.33032942,10.113487,2.8088074,-0.26547256,-73.066605,-0.88184786,-73.0712
CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_ICTP-RegCM4-6_IP_2,NA,rcp85,ICTP,IP,2,4.592978,2.4080632,276.02414,2.4413025,8.143709,1.8393477,2.4786482,277.03815,1.1780483,3.930866,0.27960265,2.4483922,279.25415,0.1980441,0.6661105,CNRM-CM5_r1,-2.7536302,-59.95304,0.07058501,2.9311943,1.0140076,-1.2632543,-51.745094,-4.212843,-51.731255,-4.3133755,-93.91239,0.04032898,1.6747476,3.230011,-2.2432585,-91.88777,-7.4775987,-91.82056
IPSL-IPSL-CM5A-MR_rcp85_r1i1p1_IPSL-WRF381P_EU_2,NA,rcp85,IPSL,EU,2,134.41989,4.2724867,271.22537,17.376097,57.540077,99.031746,4.3693013,272.98383,14.035841,46.52599,61.553814,4.044016,276.25653,8.332472,27.609196,IPSL-CM5A-MR_r1,-35.388145,-26.326569,0.09681463,2.266002,1.7584534,-3.3402557,-19.22328,-11.014088,-19.141594,-72.86607,-54.207806,-0.2284708,-5.3474903,5.0311584,-9.043625,-52.046356,-29.930882,-52.017452
ICHEC-EC-EARTH_rcp85_r3i1p1_KNMI-RACMO22E_EU_4,NA,rcp85,KNMI,EU,4,317.5492,3.215596,264.41556,29.406883,97.33519,278.6854,3.4366407,265.95508,28.580374,94.62357,206.12047,3.6494884,268.64267,26.198128,86.77443,EC-EARTH_r3,-38.8638,-12.23867,0.22104478,6.8741465,1.5395203,-0.8265095,-2.8105986,-2.7116165,-2.7858543,-111.42873,-35.090225,0.4338925,13.493377,4.227112,-3.2087555,-10.91158,-10.5607605,-10.84989
MPI-M-MPI-ESM-LR_rcp85_r3i1p1_GERICS-REMO2015_EU_0,NA,rcp85,GERICS,EU,0,12.98443,2.3621705,275.4652,5.861103,19.454247,6.752139,2.422445,277.62445,3.518781,11.676739,4.058314,2.613317,279.74323,2.2029305,7.3198795,MPI-ESM-LR_r3,-6.232291,-47.998188,0.0602746,2.5516617,2.1592407,-2.342322,-39.963844,-7.777508,-39.97846,-8.926117,-68.744774,0.25114655,10.632025,4.278015,-3.6581726,-62.414406,-12.134367,-62.37387
MPI-M-MPI-ESM-LR_rcp85_r2i1p1_SMHI-RCA4_AL_4,NA,rcp85,SMHI,AL,4,275.73312,4.4550605,263.54837,28.615839,94.70623,257.15598,5.5531893,266.25037,27.634502,91.48596,125.21,6.0053773,269.3612,23.439133,77.66314,MPI-ESM-LR_r2,-18.577148,-6.7373657,1.0981288,24.649021,2.7019958,-0.9813366,-3.4293475,-3.2202682,-3.4002707,-150.52313,-54.590153,1.5503168,34.799007,5.8128357,-5.1767063,-18.090353,-17.04309,-17.995745
MPI-M-MPI-ESM-LR_rcp85_r1i1p1_CLMcom-ETH-COSMO-crCLIM-v1.1_EA_2,NA,rcp85,CLMcom-ETH,EA,2,24.415632,3.3716366,272.98267,10.95131,36.386757,16.261902,3.1078708,273.72842,8.74131,29.01102,5.224931,3.5265515,276.5405,4.1898575,13.864209,MPI-ESM-LR_r1,-8.15373,-33.395535,-0.2637658,-7.8230796,0.74575806,-2.21,-20.180233,-7.375736,-20.270386,-19.1907,-78.60006,0.15491486,4.594649,3.5578308,-6.7614527,-61.74104,-22.522549,-61.897655
MOHC-HadGEM2-ES_rcp45_r1i1p1_SMHI-RCA4_SC_mean,NA,rcp45,SMHI,SC,mean,74.80738,2.5294294,268.14874,19.439974,64.440315,47.272343,2.7003698,270.78375,15.007897,49.63552,32.97971,2.8455527,272.13577,12.133628,40.084164,HadGEM2-ES_r1,-27.535038,-36.80792,0.1709404,6.7580614,2.6350098,-4.4320765,-22.798779,-14.804794,-22.97443,-41.82767,-55.91383,0.31612325,12.497808,3.98703,-7.306346,-37.584133,-24.356152,-37.79645
NCC-NorESM1-M_rcp26_r1i1p1_KNMI-RACMO22E_IP_4,NA,rcp26,KNMI,IP,4,228.96825,3.964027,269.70807,25.628704,84.9941,170.59619,3.816123,270.7993,23.742285,78.79361,167.65953,4.0512447,271.08475,23.362038,77.52813,NorESM1-M_r1,-58.372055,-25.493515,-0.14790392,-3.7311532,1.091217,-1.8864193,-7.360573,-6.200493,-7.295204,-61.308716,-26.776077,0.08721781,2.2002325,1.3766785,-2.2666664,-8.844249,-7.465973,-8.784107
NCC-NorESM1-M_rcp85_r1i1p1_SMHI-RCA4_SC_4,NA,rcp85,SMHI,SC,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NorESM1-M_r1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_CNRM-ALADIN63_SC_4,NA,rcp45,CNRM,SC,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,CNRM-CM5_r1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MPI-M-MPI-ESM-LR_rcp85_r1i1p1_SMHI-RCA4_SC_0,NA,rcp85,SMHI,SC,0,48.256504,2.1057124,268.83685,17.994019,59.24281,29.955074,2.251571,271.0253,13.724994,45.164597,17.21727,2.7114398,273.7982,8.790974,28.792248,MPI-ESM-LR_r1,-18.30143,-37.925312,0.14585853,6.9268017,2.188446,-4.269025,-23.72469,-14.078213,-23.76358,-31.039234,-64.32135,0.60572743,28.765915,4.961334,-9.203045,-51.145023,-30.450562,-51.39959
MPI-M-MPI-ESM-LR_rcp85_r1i1p1_MPI-CSC-REMO2009_EA_5,NA,rcp85,MPI-CSC,EA,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,MPI-ESM-LR_r1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MOHC-HadGEM2-ES_rcp26_r1i1p1_GERICS-REMO2015_IP_0,NA,rcp26,GERICS,IP,0,0.013857273,2.655905,283.51154,0.012634347,0.042114623,0.009213504,2.6714122,284.7866,0.008614015,0.028713478,0.0064523974,2.918655,284.76627,0.0056223804,0.018741326,HadGEM2-ES_r1,-0.004643769,-33.511417,0.015507221,0.5838771,1.2750549,-0.0040203324,-31.820658,-0.013401145,-31.820644,-0.007404876,-53.436745,0.2627499,9.893045,1.2547302,-0.007011967,-55.49924,-0.023373296,-55.49924
MOHC-HadGEM2-ES_rcp85_r1i1p1_CLMcom-ETH-COSMO-crCLIM-v1-1_IP_4,NA,rcp85,CLMcom,IP,4,191.15388,5.016855,270.55826,22.016932,73.45423,93.564125,4.8208046,272.31998,17.18783,57.35181,16.056273,3.7471454,275.55157,7.189929,23.994114,HadGEM2-ES_r1,-97.58976,-51.052982,-0.19605017,-3.9078302,1.7617188,-4.8291016,-21.93358,-16.10242,-21.921705,-175.09761,-91.60034,-1.2697093,-25.308872,4.9933167,-14.827003,-67.343636,-49.460117,-67.3346
MOHC-HadGEM2-ES_rcp26_r1i1p1_KNMI-RACMO22E_EA_1,NA,rcp26,KNMI,EA,1,50.540504,2.3039105,271.15448,17.63555,58.80158,26.69174,2.3779416,273.20157,12.181394,40.616886,20.74551,2.4054751,273.64032,10.875416,36.263725,HadGEM2-ES_r1,-23.848764,-47.187428,0.074031115,3.213281,2.0470886,-5.454156,-30.927053,-18.184692,-30.925518,-29.794994,-58.952705,0.101564646,4.408359,2.4858398,-6.7601337,-38.332424,-22.537853,-38.328655
ICHEC-EC-EARTH_rcp85_r3i1p1_DMI-HIRHAM5_AL_0,NA,rcp85,DMI,AL,0,0.81944484,2.4724488,278.03748,0.73858416,2.4262922,0.3519133,2.7152658,279.5135,0.33987343,1.1114153,0.06446774,2.6376534,281.79053,0.057219878,0.18885726,EC-EARTH_r3,-0.46753153,-57.05467,0.24281693,9.820908,1.4760132,-0.39871073,-53.983112,-1.3148769,-54.19285,-0.7549771,-92.13276,0.16520452,6.6818175,3.7530518,-0.6813643,-92.25276,-2.2374349,-92.21622
MOHC-HadGEM2-ES_rcp85_r1i1p1_GERICS-REMO2015_EU_0,NA,rcp85,GERICS,EU,0,10.261434,2.0683205,276.00516,4.839258,16.130901,5.1753545,2.2478926,278.06946,3.119546,10.398516,1.5079008,2.3324454,281.00162,1.0966566,3.6555343,HadGEM2-ES_r1,-5.086079,-49.564995,0.1795721,8.682025,2.0643005,-1.7197123,-35.53669,-5.7323856,-35.536674,-8.753532,-85.30516,0.26412487,12.770017,4.99646,-3.7426016,-77.33833,-12.475367,-77.33831
ICHEC-EC-EARTH_rcp26_r12i1p1_KNMI-RACMO22E_SC_5,NA,rcp26,KNMI,SC,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,EC-EARTH_r12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
